c5	remark
19850116001029A	LOST POWER (.4)THE ACFT EXPERIENCED A NOSE GEAR COLLAPSE DURING A LANDING IN DEEP SNOW AT FRANKLIN CENTER ARPT AFTER A PARTIAL LOSS OR PWR. THE CFI AND STUDENT WERE PRACTICING APCH TO LANDING STALL RECOVERY WHEN THE ENG FAILED TO PRODUCE FULL PWR. THERE WAS UNSUFFICIENT PWR TO MAINTAIN ALT, SO THE CFI DECIDED TO LAND AT FRANKLIN CENTER. WHEN THE ACFT TOUCHED DOWN THE NOSE GEAR COLLAPSED AND THE ACFT SLID TO A STOP. PARTIAL PWR WAS MAINTAINED THROUGHOUT THE LANDING. THE PLT STATED THE RWY WAS COVERED WITH APRX 1 FOOT OF SNOW.
19850116001289A	OIL LINE FROM SCAVENGE PUMP AND TURBO SUPERCHARGER FRACTURED, OIL LOSS, ENGINE FAILED. EMERGENCY LANDING IN FIELD.
19850116002149A	AIRCRAFT FAILED TO ARRIVE AT DESTINATION AND HAS NOT BEEN LOCATED. PILOT PRESUMED DECEASED.WEATHER PROBABLE FACTOR.
19850116002199A	AFTER LIFTOFF, BALLOON PILOT JUDGED THAT HE COULD NOT CLEAR POWERLINES. DESCENDED, COLLIDED WITH LINES.
19850116002519I	AFTER TAKEOFF, FIRE WARNING LIGHT CAME ON. SHUT DOWN ENGINE. BENT TIPS ON COMPRESSOR FAN BLADE.
19850116002539I	OVERSPEED OF PROP ON NEW ENGINE TEST FLIGHT. DETERMINED GOVERNOR FROM OLD ENGINE WAS INOPERATIVE.
19850116002709I	BLEW RIGHT MAIN TIRE ON TAKEOFF. RETURNED, LANDED.DEBRIS ON RUNWAY. REPLACED ENGINE. DAMAGE TO FLAPS AND SPOILER.
19850116003539A	HARD LANDING ON RIGHT MAIN GEAR DUE TO ICE ON WINDSHIELD. RIGHT PROPELLER STRUCK GROUND AND SOME FUSELAGE BUCKLING.
19850116004429I	MANIFOLD PRESSURE DROPPED FOLLOWED BY FIRE IN ENGINE. SHUTDOWN. CYLINDER CRACKED THRU HEAD AT EXHAUST PORT.
19850116005449I	CREW ENCOUNTERED HAIL STORM EN ROUTE.  DAMAGE TO WINGS, HORIZONTAL STABILIZER AND CRACKED RIGHT WINDSHIELD.
19850116018549A	ENCOUNTERED TAILWIND AT 20 FEET AND COULD NOT SUSTAIN FLIGHT. ABORTED. DID NOT USE HARD BRAKING. RAN OFF RUNWAY.
19850116048859A	RAN OUT OF FUEL ON APPROACH. STRUCK ROCK DURING AUTOROTATION SLIDE. FUEL WARNING LIGHT AND GAUGES MALFUNCTIONED.
19850117000839A	RIGHT ENGINE SHUTDOWN, UNABLE TO MAINTAIN ALTITUDE DUE TO AIRFRAME ICE. NOSED INTO GROUND. SIGMET FOR ICING.
19850117000929A	SIDE SLIPPED ON FINAL WITH FUEL SELECTOR ON LOW WING TANK. FUEL OUTLET UNPORTED, FUEL STARVATION, ENGINE QUIT.
19850117002489A	OVER ROTATED DURING SOLO SOFT FIELD TAKEOFF. IMPACTED GROUND ON SIDE OF RUNWAY.
19850117002629I	BLOWING SNOW OBSTRUCTED VISIOIN, AIRCRAFT MISALIGNED AT TOUCDOWN. HEARD THUMP AT RIGHT GEAR FOLLOWED BY COLLAPSE.
19850117002829I	LANDED LONG AND RAN OFF END OF RUNWAY.
19850117005539I	PILOT RETURNED FOR LANDING BECAUSE OF A DOOR WARNING LIGHT. PILOT OPERATED HANDLE SERVERAL TIMES, CONTINUED FLIGHT.
19850117006129I	LOW OIL QUANTITY INDICATION. ABORTED TAKEOFF. SUSPECT INTERNAL LEAKAGE.
19850117006149I	LIFTED OFF THEN SETTLED BACK TO RUNWAY. ABORTED AND RAN OFF END OF RUNWAY STRIKING DITCH. GLAZE OF ICE ON WINGS.
19850117007119I	UNEVENTFUL LANDING IN FIELD WHEN FUEL RAN LOW DUE TO STRONGER THAN FORECAST HEADWINDS.
19850117009689I	DID NOT TAXI AS INSTRUCTED, DURING TURN RIGHT MAIN GEAR DEPARTED TAXIWAY. TAXI LINES COVERED WITH LOOSE SNOW.
19850117011829I	PILOT LANDED AT OWN RISK AFTER AIRPORT MANAGER CLOSED AIRPORT FOR SNOW REMOVAL.
19850117012409I	TAIL SKID, SKID PLATE SEPARATED FROM ASSEMBLY. DAMAGE TO NR3 THRUST REVERSER FROM OVER ROTATION ON TAKEOFF.
19850117025789A	NON CERTIFICATED PERSON TOOK OFF IN STOLEN AIRCRAFT. CRASHED INTO SEA ON DARK NIGHT IMMEDIATELY FOLLOWING TAKEOFF.
19850117061269A	ENGINE POWER LOSS ON INITIAL CLIMB, HARD LANDING.OIL OF FLEXIBOX DRAIN CONTAMINATED WITH FUEL FROM LEAKING SEAL.
19850118000969A	FLEW INTO HILLSIDE WHILE FILMING A CHASE SEQUENCE FOR TV. SUN PREVENTED PILOT FROM SEEING TERRAIN.
19850118001039A	SNOW PLOW TURNED IN FRONT OF TAXING AIRCRAFT. WINGTIP STRUCK BLADE OF PLOW. ATC FAILED TO ADVISE EITHER OF TRAFFIC.
19850118001229A	ONE MAIN GEAR RAN THRU SLUSH ON SIDE OF RUNWAY. THIS PULLED AIRCRAFT OFF THE SIDE OF THE RUNWAY INTO A SNOWBANK..
19850118001919I	DURING TAKEOFF UPPER DOOR OPENED AND CLOSE OUT PANEL BLEW OFF. LATCHING PANEL FELL OUT OF UPPER DOOR.
19850118002619I	AIRCRAFT DID NOT ACCELERATE BECAUSE OF SNOW ON RUNWAY. ABORTED BUT SLID OFF END. ATS INFORMED PILOT, BRAKING NIL.
19850118002669I	LANDED GEAR UP.
19850118003569A	WINDSHIELD ICED OVER AND PILOT LANDED LOOKING OUT SIDE WINDOW. RAN INTO SNOWBANK AND GEAR COLLAPSED.
19850118004909I	ON TAKEOFF, NOSE TIRE FLIPPED FLUSH TAXIWAY CENTERLINE LIGHT COVER HOUSING INTO LANDING GEAR. CUT HYDRAULIC LINE.
19850118005139A	LOST POWER ON HOVER AFTER LIFT OFF SWUNG AROUND TAIL HIT FENCE HELICOPTER ROLLED OVER. COMPRESSOR MOUNT HAD FAILED
19850118005469I	NO RIGHT MAIN GEAR DOWN LIGHT. EMERGENCY EXTENSION USED, NO LIGHT. LIGHT CAME ON AT TOUCHDOWN. GROUND CHECKED OK.
19850118005509I	LOOSE WIRE ON VOLTAGE REGULATOR DEPLETED BATTERY. NO POWER FOR BOOST PUMP WHEN SWITCHING FUEL TANKS. UNABLE RESTART
19850118006119I	FIRE ERUPTED NEAR PILOTS FOOT. MINUTE FUEL SEEPAGE FROM LIQUID OMETER. OVERSTRESSED WINGS DURING EMERGENCY.
19850118007239I	ENGINE VIBRATION FOLLOWED BY OIL PRESSURE DECREASE. ENGINE ;SHUTDOWN. NR 4 CYLINDER CRACKED, PISTON SKIRT BROKEN.
19850118008019A	CHOPPER LIFTED OFF AFTER VIBRATION BEGAN THEN ROLLED OVER INTO A FENCE AS PASSENGERS BOARDED. BLADES SEPARATED.
19850118009199I	FAILED TO LOWER GEAR FOR LANDING. LANDED AT WRONG AIRPORT. PILOT CERTIFICATE NOT VALID FOR 35 YEARS NO MEDICAL.
19850118018649I	STUDENT PILOT LOST DIRECTIONAL CONTROL ON LANDING, STRUCK SNOW BANK.
19850118019249A	GETTING DARK, UNSURE OF WEATHER AT DESTINATION. PRECAUTIONARY LANDING IN SNOW COVERED FIELD, FLIPPED ONTO BACK.
19850118042749I	LEFT MAIN GEAR COLLAPSED ON ROLLOUT AFTER UNSAFE INDICATION. ACTUATOR NOT PROPERLY ADJUSTED RESULTING IN OVERSTRESS
19850119002129A	DESCENDED TOO LOW ON INITIAL APPROACH SEGMENT, IMPACTED GROUND. TURBULENCE PROBABLY CAUSED INATTENTION TO ALTITUDE.
19850119002379I	GEAR UP LANDING.PILOT HEARD GEAR WARNING HORN TOO LATE TO EXECUTE GO AROUND.
19850119002989I	WIND GUST FORCED AIRCRAFT OFF SIDE OF RUNWAY. NOSED OVER IN SOFT DIRT.
19850119003549A	PENETRATED UNDERCAST AFTER VECTORS DUE TO LOW FUEL. STRUCK TREES ON MOUNTAINSIDE DURING A TURN.
19850119004529I	CRANKCASE VENT PIPE FROZEN OVER. EXCESSIVE OIL PRESSURE FORCED OIL THROUGH CRANKSHAFT FRONT SEAL. LANDED IN FIELD.
19850119005809I	HEARD LOUD BANG ON INITIAL CONTACT WITH RUNWAY. LOST DIRECTIONAL CONTROL.
19850119007869I	FOLLOWED HIGHWAY INTO A CANYON AND STRUCK WIRES. LANDED ON ROAD, CHECKED DAMAGE AND FLEW BACK TO DEPARTURE POINT.
19850119009439I	WHILE TAXIING TO UNLIGHTED GENERAL AVIATION PARKING, AIRCRAFT WENT OFF END OF RAMP. DAMAGE TO NOSE WHEEL AND PROP.
19850119013349I	CROSSWIND OF 22 KNOTS A FACTOR. VEERED OFF THE RUNWAY.
19850119014169A	VEERED OFF RUNWAY DURING LANDING, NOSE GEAR COLLAPSED. NO FURTHER INFORMATION. PILOT KILLED IN ACCIDENT ON 850130.
19850120002019A	IMPACTED LEVEL TERRAIN AT NIGHT IN A RIGHT BANK AND DESCENT AT HIGH AIRSPEED. FOG IN AREA.
19850120002419I	ON LANDING ROLL ENGINE FLAMED OUT. SHUTDOWN, DISCHARGED FIRE BOTTLES. RESULT NO PNEUMATIC SYSTEM CONFIGURATION.
19850120002639I	ENGINE SHUTDOWN DUE TO LOW OIL PRESSURE INDICATION. OIL SCAVENGE LINE ON LOWER SIDE OF ENGINE LEAKING.
19850120005499I	ON LANDING, RIGHT MAIN GEAR COLLAPSED.
19850120006169I	LOST OIL PRESSURE AND MADE LANDING IN FIELD.ENGINE BREATHER LINE FROZEN CAUSING CRANKSHAFT SEAL TO DISLODGE.
19850120017849I	ROUGH ENGINE FOLLOWED BY COMPLETE POWER LOSS. LANDED IN BEAN FIELD. SMALL AMOUNT OF WATER IN LEFT MAIN TANK.
19850120047739A	THROTTLE CONTROL MALFUNCTIONED, ENGINE WENT TO IDLE. LANDED SHORT OF RUNWAY ON ROUGH, SNOW COVERED GROUND.
19850120074089I	OVERSHOT TURN TO FINAL CAUSING AIRLINER TO GO AROUND.
19850121000949A	PILOT WAS FOLLOWING ROAD THRU MOUNTAINOUS AREA ON DARK NIGHT. TURNED 270 DEGREES, CLIMBED INTO CLOUD, HIT MOUNTAIN.
19850121000979A	COLLIDED WITH FLOCK OF LARGE BIRDS. DUE TO EXTREME VIBRATION AIRCRAFT WAS DITCHED IN THE OCEAN.
19850121000989A	HIT SNOWBANK (.4)THE ACFT OVERRAN THE END OF RWY 33 DURING AN ABORTED TAKEOFF. DURING THE TAKEOFF GROUND RUN THE ACFT INADVERTENTLY BECAME AIRBORNE AT AN AIRSPEED BWT 80-150 KTS AND ASCENDED TO AN ALT OF APRX 30 FT AGL. THE PLT CORRECTED FOR LEFT YAW WHICH WAS PRESENT AND DECIDED TO ABORT THE TAKEOFF. THE ACFTCAME TO REST APRX 3500 FT FROM THE END OF THE RWY.
19850121001799A	DURING LOW LEVEL FLIGHT, AIRCRAFT WING WAS DAMAGED. PILOT CLAIMED TO HAVE PULLED UP TO AVOID TREES. DEA INVOLVED.
19850121002579I	100 FEET AFTER TOUCHDOWN ON RUNWAY MAIN GEAR BEGAN TO FOLD UP.
19850121004449I	RETURNED FOR LANDING DUE TO SMOKE AND FUMES IN COCKPIT. SKYDROL IN BLEED AIR SYSTEM, CHECK VALVE FAILED.
19850121005479I	WHILE TAXIING, WIND WEATHERVANED AIRCRAFT. SLID ON ICE THEN HIT DRY PATCH, LEFT GEAR BROKE FORWARD. CLEAN BREAK.
19850121005759I	DURING RUNUP BEFORE TAKEOFF NOSE GEAR FORK ASSEMBLY FAILED. FORK PN1158200683 BROKE AT BOTTOM OF WELD.
19850121006109I	STATIC ON RADIO AND LOW VOLTAGE LIGHT LIT. LED TO AIRPORT BY OTHER AIRCRAFT. ALTERNATOR FIELD WIRE BROKEN.
19850121007189I	SHUT DOWN ENGINE EN ROUTE.SAFE LANDING. DISCONTINUED TAXI DUE TO STRONG WINDS AND POOR BRAKING. RUNWAY CLOSED.
19850121017109A	A SERVICE DOOR LEFT OPEN BY THE GROUND CREW CAUSED BUFFETING ON TAKEOFF. AIRSPEED AND ALTITUDE WAS NOT MAINTAINED.
19850121019309I	NOSE GEAR COLLAPSED ON ROLLOUT. NOSE GEAR TRUSS ASSEMBLY FAILED, BOTH ACTUATOR ARMS BROKEN.
19850121041489A	LEFT LANDING GEAR COLLAPSED ON TOUCHDOWN. GEAR STRUT CORRODED ON BOTH SIDES. CORROSION HIDDEN BY PAINT.
19850122001309A	NUNBER 2 COMPRESSOR BEARING FAILED.  LED TO POWER FAILURE. CRASH OCCURRED DURING AUTOROTATION LANDING.
19850122002139A	LANDED ON SNOW COVERED DRIVEWAY NEXT TO RUNWAY.CROSSWIND CAUSED DRIFT ON SLICK SURFACE.AIRCRAFT STRUCK SNOWBANK.
19850122002689I	ENGINE OIL PRESSURE DROPPED, ENGINE SHUTDOWN. LOOSE NUTS AND BOLTS ON OIL SHAFT TOWER AREA.
19850122002699I	TURBINE INLET TEMP FLUCTUATION, METAL SOUNDS FROM ENGINE. FLAMES FROM EXHAUST. SHEARED COMPRESSOR SHAFTS NR2 ENGINE
19850122003559A	SOLO STUDENT PORPOISED ON LANDING UNTIL NOSE GEAR COLLAPSED. STUDENT DID NOT HAVE MEDICAL OR STUDENT CERTIFICATE.
19850122004829I	ABORTED TAKEOFF DUE TO NOSE WHEEL VIBRATION. ATTRIBUTED TO TIRES RUNNING OVER RUNWAY CENTERLINE LIGHTS.
19850122005779I	AFTER TAKEOFF CREW HEARD EXPLOSION, NR2 ENGINE POWER DETERIORATED. OUTER ENGINE CASE BLOWN AT BOTTOM OF BURNER CAN.
19850122006039A	LANDED ON ABANDONED AIRSTRIP LINED WITH TREES. RIGHT WING STRUCK A TREE ON ROLLOUT.
19850122006059I	NOTICED RISE IN OIL TEMP AND WHITE SMOKE FROM NACELLE. TURBOCHARGER OIL SCAVENGE PUMP HAD A CRACK IN PUMP BODY.
19850122007349I	RETURNED FOR LANDING DUE TO OIL ON WINDSHIELD.FAILED TO EXTEND GEAR. WARNING HORN DID NOT SOUND.
19850122008699I	LOST POWER AFTER LIFTOFF. LANDED ON HIGHWAY. BROKEN PRIMER LINE TO CYLINDER.
19850122008859I	ONE RED INTRANSIT LIGHT CIRCUIT BREAKER TRIPPED WITH GEAR EXTENSION. DIVERTED AND CHANGED LIGHT BULBS IN INDICATOR.
19850122009709I	ATTEMPTED TO EXTEND GEAR DURING FLARE. LANDED GEAR UP ON LAST THIRD OF RUNWAY.
19850122029999A	RAN OUT OF FUEL LANDED HARD AND ROLLED OVER. FUEL BLADDER MAY HAVE BEEN COLLAPSED ON REFUELING. GAUGES INTERMITTANT
19850123001199A	AIRCRAFT VEERED OFF RUNWAY AFTER FLAPS WERE RAISED FOR TOUCH AND GO. STRUCK SNOWBANK AND FLIPPED OVER.
19850123001209A	ENGINE QUIT ON TAKEOFF. LANDED OFF RUNWAY IN SNOW WHERE NOSE GEAR COLLAPSED AND PLANE WENT OVER. CARBURETOR ICE.
19850123001219A	LANDED LONG AND FAST. SOLO STUDENT COULD NOT DECIDE WHETHER TO ABORT OR GO AROUND. RAN OFF END OF RUNWAY.
19850123002649I	SEVERE SHIMMY ON LANDING. RIGHT TORQUE LINK BOLT SEPARATED CAUSING VIBRATION.
19850123002959I	PILOT COULD NOT LOCATE AIRPORT FOR REFUELING. ELECTED TO FLY TO NEXT STOP. RAN OUT OF FUEL, LANDED IN FIELD.
19850123004439I	AIRSTAIR UNSAFE LIGHT CAME ON. DUMPED FUEL AND LANDED. AFT ENTRY DOOR SWITCH PLUNGER WAS FAULTY.
19850123004539I	DURING REPOSITIONING OIL RIG HELIPAD, MAIN ROTOR BLADES STRUCK A LEG OF THE RIG. ONE INCH OF BLADE TIPS DAMAGED.
19850123005459I	PILOT RETURNED FOR LANDING BECAUSE OF UNSAFE NOSE GEAR INDICATION. INSPECTED, SERVICED STRUT, RETURNED TO SERVICE.
19850123006249I	RAN OFF RUNWAY INTO SNOWBANK WHEN SEAT SLID BACK. SEAT POSITION LEVER SPRING DISCONNECTED AT ONE END.
19850123007109I	LANDED GEAR UP WHILE BEING INSTRUCTED IN OPERATION OF COMPLEX AIRCRAFT. AUTOMATIC GEAR LOWERING DEVICE LOCKED OUT.
19850124001239A	AIRCRAFT WAS LANDED GEAR UP. NO MECHANICAL MALFUNCTIONS FOUND.
19850124001319A	STRUCK POWER LINES WHILE FLYING AT LOW ALTITUDE. AIRCRAFT IMPACTED GROUND AND BURNED.
19850124002259A	COLLIDED WITH GROUND OBSTRUCTIONS DURING EMERGENCY LANDING. CONNECTING ROD FAILED DURING FLIGHT.
19850124007379I	DAMAGE TO NOSE GEAR FROM HARD LANDING DURING GUSTY WIND CONDITIONS.
19850124009679I	MAIN GEAR TOUCHED DOWN AND NOSE GEAR COLLAPSED WHEN IT TOUCHED DOWN ON ROLLOUT.
19850124012899A	GEAR COLLAPSED ON TAKOFF ROLL. GEAR HANDLE FOUND IN GEAR DOWN POSITION. PILOT SEAT ARM REST TOUCHING GEAR HANDLE.
19850124056169A	AIRCRAFT WAS RETURNING AFTER FIRE IN ENGINE. GO AROUND DUE TO UNSAFE GEAR LIGHT. SPUN INTO GROUND.
19850125001449A	FLEW INTO RISING TERRAIN WHILE IN IFR CONDITIONS. PILOT NOT INSTRUMENT RATED.AIRCRAFT DESTROYED ON GROUND IMPACT.
19850125001599A	OVER GROSS AIRCRAFT BUZZED HOUSE AND STALLED INTO TREES. UNRESTRAINED CARGO PROBABLY SHIFTED TO INCREASE AFT CG.
19850125001689A	GEAR DID NOT EXTEND ON APPROACH. PILOT LANDED WITHOUT GO AROUND OR ATTEMPT TO LOWER GEAR MANUALLY. FIRE ON IMPACT.
19850125001719A	NOSE GEAR COCKED FOR LANDING. GROUND LOOPED, FLIPPED OVER. NOSE GEAR STRUT IMPROPERLY REINSTALLED AFTER MAINTENANCE
19850125002789A	SKI BROKE THRU SNOW CRUST ON TAKEOFF ROLL AND FLIPPED OVER. EARLY LIFTOFF DUE TO ROUGH SURFACE. NO MEDICAL BIENNIAL
19850125004669I	LEFT ENGINE POWER DETERIORATED AND FIRE FROM EXHAUST ON TAKEOFF. SHUTDOWN AND RETURNED FOR LANDING.
19850125004839I	DIVERTED AFTER WINDSHIELD OUTER PANEL BROKE. REPLACED WINDSHIELD AND WINDOW HEAT CONTROLLER.
19850125005709I	RETURNED FOR LANDING AFTER OUTER GLASS LAYER OF COPILOT WINDOW STARTED TO SEPARATE.
19850125005879I	LOSS OF POWER IN LEFT ENGINE.VISIBLE SMOKE. ENGINE SHUTDOWN. TURBO CHARGER TURBINE SEIZED, OIL LEAKAGE IN HOUSING.
19850125006229I	LOW RPM AND OIL TEMPERATURE DURING TAXI. NR1 ENGINE AND PROPELLER DECOUPLED DUE HOT START. FUEL CONTROL MALFUNCTION
19850125007479I	LANDING DAMAGE DURING SOLO FLIGHT. STUDENT ASSESSED DAMAGE AND CONTINUED. ENGINE MOUNT TUBING BROKEN AND BENT.
19850125007509I	DURING CLIMB ENGINE CHIP DETECTOR LIGHT CAME ON. HIGH OIL TEMPERATURE. ENGINE SHUTDOWN, LANDED. ENGINE CHANGED.
19850125007929I	UNABLE TO EXTEND GEAR. MANUAL HANDLE BINDING, SNAPPED AND TURNED FREELY. SAFE LANDING. UPLIMIT SWITCH FAILED.
19850125008249I	NOSE GEAR WAS ONLY PARTIALLY EXTENDED FOR LANDING. GEAR HAD BEEN RECYCLED SEVERAL TIMES BUT REMAINED UNSAFE.
19850125067669A	STRUCK DIRT EMBANKMENT AND FLIPPED OVER AFTER LOSS OF DIRECTIONAL CONTROL ON LANDING. TUBE PINCHED IN LEFT TIRE.
19850126001639A	WAS SEEN FLYING VERY LOW, PULL INTO STEEP CLIMB AND STALL TO IMPACT. PREVIOUS VIOLATIONS WHEN STUDENT PILOT.
19850126001649A	STUDENT ATTEMPTED GO AROUND WITH FULL FLAPS. STALLED, STRUCK GROUND. NO MEDICAL OR AUTHORIZED SOLO. ONE PASSENGER.
19850126001659A	CRASHED DURING LOW, SLOW, FULL FLAP PASSES OVER HOUSE.  WITNESS SAW AIRCRAFT SPIN INTO GROUND.
19850126004809I	TURNED OFF ON TAXIWAY AND NOSE GEAR COLLAPSED. INADVERTENT RETRACTION OF GEAR INSTEAD OF FLAPS.
19850126005379I	BOUNCED ON LANDING. OVERCORRECTED AND BLEW NOSE TIRE AND DAMAGED PROPELLER.
19850126005719I	RIGHT MAIN GEAR DID NOT EXTEND ON APPROACH. LANDING MADE WITH GEAR RETRACTED. RETRACT CYLINDER FROZEN BY ICE.
19850126005829I	LOST DIRECTIONAL CONTROL ON SNOW PACKED RUNWAY. BRAKES MAY HAVE BEEN FROZEN AT TIME OF TOUCHDOWN.
19850126006519I	PICKUP TRUCK CROSSED RUNWAY IN FRONT OF AIRCRAFT ON LANDING ROLL. DRIVER MISUNDERSTOOD CLEARANCE.
19850126010559I	AIRCRAFT VEERED INTO DRAINAGE DITCH ON ROLLOUT. FAILED ROD END IN NOSE STEERING ROD.
19850126023849A	LANDED SHORT OF AIRPORT DUE TO POSSIBLE CARBURETOR ICE PROBLEM.
19850126024179I	CHECK PILOT RAISED GEAR AFTER TOUCH AND GO. LANDED GEAR UP NEXT LANDING. GEAR WARNING HORN HAD BROKEN WIRE.
19850126034009A	FLEW INTO LOWERING CEILINGS DUE TO RISING TERRAIN. IMPACTED GROUND IN LEVEL ATTITUDE. FLIPPED AND SLID INVERTED.
19850127001661A	IN FLIGHT COLLISION WITH PROP AND NOSE WHEEL OF 65599. SPAR PARTIALLY SEVERED, AIRCRAFT FELL TO GROUND IN PIECES.
19850127001662A	COLLIDED WITH 9058Y WHILE IN A SHALLOW BANK. NOSE GEAR AND PROPELLER STRIKE. OFF AIRPORT LANDING WITH ADDED DAMAGE.
19850127001739A	LANDED SHORT OF RUNWAY WHILE PRACTICING FORCED LANDINGS AT NIGHT. UNAUTHORIZED USE OF THE AIRCRAFT. GEAR TORN OFF.
19850127001749A	OVERFLEW AIRPORT LOOKING FOR VASI OR RUNWAY LIGHTS AND WHILE KEEPING VILLAGE IN SIGHT STRUCK RISING TERRAIN.
19850127001859A	DURING TAXI ON SNOW COVERED LAKE RIGHT SKI ATTACH BOLTS FAILED. AIRCRAFT NOSED OVER.
19850127005409I	ENRICHED MIXTURE TO LOWER HIGHER THAN NORMAL CHT. VIBRATION, POWER LOSS. SAFE LANDING. SEVERE LEAD FOULED PLUGS.
19850127007539I	RAN INTO HIGH SINK AREA. UNABLE TO GET ENGINE STARTED. ALTITUDE WAS LOW. LANDED IN FIELD.
19850127010719I	BATTERY OVERHEAT LIGHT CAME ON. TEMPERATURE CONTINUED TO RISE. SAFE LANDING. INTERNAL SHORTING OF BATTERY.
19850127010729I	WHILE TAXIING, AIRCRAFT STRUCK PARKED GRUMMAN. COMPLEX INSTRUCTIONAL FLIGHT WITH TWO RATED PILOTS.
19850127019359A	STUDENT USED LEFT AILERON WITH NOSE UP AFTER POWER WAS PULLED ON LEFT ENGINE. IMPACTED GROUND BESIDE RUNWAY.
19850127019589I	PARACHUTIST FELL TO DEATH. WITNESSES DID NOT SEE HIM ATTEMP TO OPEN RESERVE CHUTE AFTER MAIN CHUTE FOULED.
19850127022219I	RAN OUT OF FUEL AFTER 45 MINUTES OF FLIGHT. LANDED IN FIELD 2 MILES SHORT OF DESTINATION. FUEL GAUGES INCORRECT.
19850127022289A	ATTEMPTED A WINGOVER TOO CLOSE TO THE GROUND. UNABLE TO PULL OUT OF DIVE IN TIME, IMPACTED GROUND.
19850127067509A	AIRCRAFT VEERED ON ROLLOUT AFTER 3 POINT LANDING. RIGHT MAIN GEAR COLLAPSED AS AIRCRAFT TURNED BACK ONTO RUNWAY.
19850128001809A	WIND GUST BLEW HELICOPTER TOWARDS FUEL TANKS DURING AERIAL TAXI. LANDED WHEN FULL CYCLIC CONTROL DID NOT STOP DRIFT
19850128001839A	ABORTED TAKEOFF ON TAXIWAY, RAN OFF END. ALL ATTEMPTS TO CONTACT PILOT ABOUT ACCIDENT UNSUCCESSFUL.
19850128001879A	POWER INTERRUPTION AFTER TAKEOFF. STRUCK VASI LIGHTS ATTEMPTING TO REACH RUNWAY. INCORRECTLY INSTALLED SPARK PLUG.
19850128002099A	AT ROTATION AIRCRAFT RIGHT WHEEL STRUCK A SNOWBANK ON EDGE OF THE RUNWAY. ABORTED TAKEOFF AND VEERED INTO SNOWBANK.
19850128002659I	SHUTDOWN ENGINE AND DIVERTED DUE TO HIGH OIL TEMPERATURE. REPLACED OIL TEMP BULB PN56B17D.
19850128004649I	RIGHT GEAR LIGHT INDICATED UNSAFE. CYCLED GEAR BUT UNSAFE LIGHT REMAINED. GEAR COLLAPSED ON ROLLOUT.
19850128006209I	LANDING GEAR WOULD NOT RETRACT. CANON PLUG TO ACTUATOR NOT SCREWED ALL THE WAY IN, ALTHOUGH SAFETY WIRED.
19850128007149I	ENGINE FAILURE, LEFT ENGINE. OIL SCREEN FILLED WITH METAL CHIPS. ENGINE GAS GENERATOR POWER SECTIN REPLACED.
19850128015261I	WING TIP STRUCK WING TIP OF STOPPED N861AA DURING A PUSHBACK. GROUND CREW FAILED TO NOTE AND PREVENT A COLLISION.
19850128015262I	STOPPED TAXI PER ATC INSTRUCTIONS BUT UNABLE TO CONTACT GROUND CREW OF N1995 ON PUSHBACK IN TIME TO AVOID COLLISION
19850128018529A	RIGHT ENGINE SURGED AND QUIT THEN LEFT ENGINE FAILED. STRUCK A FENCE ON LANDING. RIGHT FUEL STRAINER HAD SEDIMENT.
19850128027259A	LANDED ON RIGHT HALF OF ICY RUNWAY. OVER CORRECTED AND SKIDDED OFF LEFT SIDE OF RUNWAY, STRUCK A SNOWBANK.
19850129002089A	UNABLE TO HOLD ALTITUDE SPRAYING UPHILL DOWNWIND, TURNED AWAY INTO RISING TERRAIN. DUMPED LOAD TOO LATE.
19850129003579A	IMPACTED GRASSY SURFACE WINGS LEVEL AT HIGH SPEED. TUMBLED ACROSS DRAINAGE DITCHES IN FOG. MARIJUANA LADEN.
19850129004639I	RIGHT MAIN GEAR WOULD NOT RETRACT. HYDRAULIC FILTER GASKET CONCURRENT WITH NR2 ENGINE DRIVEN HYDRAULIC PUMP FAILED.
19850129008619I	NOISE FROM ENGINE, VIBRATION AND RPM FLUCTUATION. SAFE LANDING. COMPRESSOR BLADE THROWN DAMAGING OTHER BLADES.
19850129009059I	SMOKE IN CABIN AFTER LEVEL OFF. VECTORS TO AIRPORT. INSULATOR MISSING AT RIGHT GENERATOR AMMETER GAUGE.
19850129009489I	UNABLE TO RESTART ENGINE AFTER SIMULATED ENGINE FAILURE. SAFE LANDING. CORROSION AROUND BATTERY TERMINALS.
19850129012209I	NOSE GEAR COULD NOT BE EXTENDED FOR LANDING. LANDED ON MAINS. NOSE GEAR AFT DRIVE CHAIN BROKEN.
19850129029419A	GEAR COLLAPSED ON LANDING. INDICATIONS ARE GEAR WAS IN TRANSIT AT TOUCHDOWN. HIT SNOWBANK AFTER SLIDING OFF RUNWAY.
19850129059529A	LANDED WITH RIGHT MAIN GEAR PARTIALLY EXTENDED. GEAR DOOR ROLLER WAS WORN. FLIGHT MANUAL NOT IN ORDER OR ADHERED TO
19850130001379A	AIRCRAFT ON SKIS WOULD NOT CLIMB AFTER LIFT OFF. DURING TURN TO AVOID TREES AIRCRAFT STALLED INTO GROUND.
19850130001389A	ABORTED TAKEOFF AFTER LIFTOFF AT 40 MPH OVER CONTROLLED ROLL. DID NOT CONTROL YAW, LANDED SIDEWAYS, COLLAPSED GEAR.
