c5	remark
19750207019109A	ENG MALFUNCT DUE CRACKED MAGNETO HOUSINGS.SMALL FLD,PLT CTLD CRASH LNDD.
19750208001469A	OIL FILLER DOOR CAME OPEN.PLT ABORTED & LOST CTL.DMGD LDG GR.
19750208001799A	REAR SEAT BELTS NOT INSTALLED.LDG COND INFO BY UNICOM.WIND VARIABLE TO 240DEG,GUSTS TO 40K.
19750208002009A	L SKI HIT SNOW DRIFT.PLT LOST CTL.
19750208002309A	LNDD IN TERRACED PASTURE,HIT TERRACE.WATER FOUND IN ACFT FUEL SYS AND ARPT STORAGE TANK.
19750208002439A	PLT MISSED TWO APCHS.ACFT STRUCK ICE IN A NOSE DWN L WING LOW ATTITUDE.
19750208002449A	
19750208002459A	APRX 15 MIN AFTER DPTG DOTHAN ENG FAILED.FUEL TANKS FOUND EMPTY.
19750208002899A	INJ PLT DOES NOT REMEMBER ACCDT.NO CAUSE FOUND FOR ENG FAILURE.CRASHED IN FLOODED PASTURE.
19750208003899A	UNAUTH X-C FLT. CKING SNARES AT LOW ALT.
19750208004159A	
19750208004389A	FLT AT HI ALT FOR ABT 1 HR,NO OXY SYS ABD.HIT MTN SLOPE.RECOVERY DATE 2/9/75.
19750208005929A	ACFT NOT RCVRD.DMG/INJURY INDEX PRESUMED.
19750208006429A	ARPT UNDER CONSTRUCTION.LNDD NR END OF RWY,ROLLED ONTO ROUGH TERRAIN.
19750208007629A	RADAR VECTOR TO DEST.DSCND BLO OBSTRUCTING TERRAIN.
19750208010369A	DRG ROLL-OUT FM INVERTED PSN ACFT OBSVD TO SLIDE OFF AND DSCND.
19750209001479A	WATER FOUND IN FUEL SYS.OAT -4 DEG,WATER IN FUEL FLOW DIVIDER COULD SOLIDIFY.
19750209001809A	FUEL TANK SUMP DRAINS FOUND FROZEN.PLT THOUGHT FUEL LINE FROZE.OAT 20 DEG.
19750209002019A	PATCHES OF PACKED SNOW ON RUNWAY.PLT RETRACTING FLAPS ACFT VEERED L.
19750209002469A	ACFT DITCHED DUE ENG FIRE FOLLOWING FAILURE OF L ENG.WRECKAGE NOT RCVRD.
19750209003419A	UNABLE TO CLR OBSTRUCTING TREES.
19750209004169A	RECOVERY DATE 2/11/75.LOST CTL DRG L TURN.DENSITY ALT 10000FT.
19750209004399A	ATTMPTD TKOF FRM PARTIALLY CLRD RWY IN LOW VIS DUE HEAVY SNOW.HIT SNOW BERM & LOST CTL.
19750209006859A	LND IN DEEP SNOW.
19750209006879A	PLT DENIED MEDICAL CERT.
19750210002479A	EAGLES WINTER NESTING SURVEY.PILOT NOT RCVRD WITH ACFT WRECKAGE.
19750210002489A	HVY DEPOSIT OF SOOT FOUND ON SPARK PLUGS AND INSIDE EX STACKS.
19750210003909A	
19750210004179A	ELEC FAILURE AT NIGHT DIDNT UTILIZE EMGCY GR SYS.
19750211001489A	SERUM ALCOHOL LVL 95.6 MG PCT.UNAUTH FLT.
19750211002029A	FLT CONDUCTED FOR OIL CONSUMPTION CHECK.RWY COVERED BY 4-5 FT SNOW.UNAUTH FLT.
19750211002039A	ENG COWL SEPARATED IN FLT AFTER MAINT PERSONNEL FAILED TO LATCH PROPERLY AFTER EARLIER PRECAUT LDG
19750211002499A	WIND GUSTING 15K.
19750211002909A	STRUCK SNOWBANK ABT 50FT SHORT OF RWY.ELT DID NOT ACTIVATE.
19750211003059A	FAST TAXI TEST,BECAME AIRBORNE.HIT TREES SHORT OF RWY ON APCH.1 MAG,SEVERAL SPARKPLUGS NOT INSTALL
19750211004719A	PLT DPTD ON X-COUNTRY FLT IN ACFT NOT EQPD WITH DEICING SYS.FORECAST ICING COND ENROUTE.
19750211005939A	STUDENT LVLD OFF HI,PUSHED CTL YOKE FWD.
19750211007229A	STRUCK TREES ABT 3MI W OF ARPT.PLT RPTD INBOUND A LITTLE HIGH.ILS APCH.
19750211010059A	FOG MOVED INTO ARPT AREA AFTER PLT MADE TAKEOFF.
19750211017689A	RECOVERY DATE 6/19/75. DATE OF ACCDT PRESUMED.
19750212001819A	
19750212001829A	
19750212003069A	RAN INTO SAND OFF RWY.ACFT HIT BRUSH.
19750212004189A	NOTICED ICE,INCREASED SPD ON FINAL APCH.LOST CTL IN FLARE.
19750212007619A	RECOVERED 4/1/75. /75.
19750213002049A	R AILERON PUSH-PULL ROD P/N 0523218-2 FAILED AT R AILERON BELLCRANK ASSEMBLY.PLT ABLE TO CTL ACFT.
19750213002919A	RWY PLOWED,PATCHES ICE AND SNOW.
19750213003679A	
19750213008629A	NOSE GR FORK FAILED.
19750213008959A	RECOVERY DATE 10/11/75.
19750213019119A	GR SYS AND WARN LIGHTS WORKED NMLY,HORN DID NOT SOUND WITH GR UP THROTTLE RETARDED.
19750214002929A	AD 74-16-06 NOT C/W.OIL PRES GAUGE LINE BKN AT FIREWALL.
19750214004729A	ENG FAILED INTERNALLY.
19750214004739A	DSCND BLO PUB APCH MIN.PLT STATED UN TO DEVELOP PWR R ENG DRG MISSED APCH.LNDD ON ARPT,ACROSS RWY.
19750214005949A	RCVRY DATE 2/15/75.HIT BUTTE 10MI SSW,4700FT MSL.MISSED APCH PROC CALLED FOR CLIMB TO 6200FT.
19750214005959A	FLEW INTO OBSCURED PASS AT LOW ALT
19750214007239A	PLT ADVSD ATC GND FOG EVIDENT RQSTD ADF CLNC.NIGHT MIN NOT AUTHORIZED.
19750215001499A	STEEP R TURN AFTER SHORT FLD TKOF.
19750215002059A	1600CC VW ENG.
19750215002069A	
19750215002319A	DARK NIGHT.SCRAPED FROST FRM WINGS.UN OUTCLIMB TRRN,RET TO FLD.HIT WIRES,LNDD OK.84LBS OVR MAX GWT
19750215002509A	
19750215002749A	RANCH ROAD.SWERVED WHEN WHL ENTERED TRUCK TIRE RUT.
19750215002759A	NML PROC IS TO SET ALT TO ZERO.PLT RQSTD TOW TO 3000FT RLSD 2000FT.POST EXAM ALT IND 1020FT.WHEELS
19750215002769A	COVERED WITH SOFT SNOW.
19750215002939A	NEW OWNER CK OUT.ACDT OCRD ON 2ND TKOF.
19750215003429A	TRANS COWLING RUBBED AGAINST T/R INCLINE SHAFT,RESULTING IN EVENTUAL FATIGUE FAILURE OF SHAFT.
19750215003439A	CRACK IN WINDSHIELD STOP DRILLED.AFTR COMPLETING LOOP ACFT NOSE OVR INTO NEAR VERT DIVE,FULL PWR.
19750215003919A	FLEW INTO SNOW CVD FRZN LAKE DRG LOW PASS.
19750215004409A	NR 2 ROD BEAR JOURNAL APPEARED OVERHEATED OTR ROD JOURNAL OIL PASSAGES RSTD DUE OIL SLUDGE BUILDUP
19750215005969A	BELIEVED TRYING TO RET TO FLD.
19750215041979A	
19750215042979A	
19750216001839A	LND 400FT SHORT IN DEEP SNOW.UNAUTH LDG ON X-C.
19750216002519A	L MN GR SEPARATED FM ACFT.
19750216002529A	STRUCK TREES APRX 50FT HI ABT 3500FT BFR APCH END OF RWY 36.
19750216002779A	CONRODS FAILED. HIT POLE & LND ON RR TRACKS.
19750216004199A	ACFT ENTERED SPIN IN VFR WEA COND AT ALT INSUF TO PERMIT RECOVERY.
19750216005979A	BLOOD ALCOHOL LVL 47MG ,GASTRIC CONTENT 271MG .CRASHED 1/4MI FM DEPARTURE ARPT,FLT PHASE UNKNOWN.
19750216006439A	RECOVERED 12/28/75.
19750216008179A	ONLY 1HR FLT TIME IN PREVIOUS 90DAYS.NO INSTRUMENT TRAINING.
19750216023859A	LND SHORT OF RWY.
19750216042989A	OPERATOR STATES HELICOPTER STRUCK BY FALLING TREE.INVEST JURISDICTION GOVT OF BOLIVIA.
19750217002079A	ALT AIR VALVE CRACKED ALONG SHAFT.PART OF VALVE LODGED UNDER FUEL INJECTOR AIR PASSAGE.
19750217002949A	SKI EQPD,NOSED OVR IN SOFT SNOW.PIREP,ICING IN AREA.
19750217003079A	
19750217003089A	ATTMPTD ILS APCH IN KNOWN BLO MIN COND.HIT GRND ABT 1 MI SHORT OF RWY.
19750217004749A	
19750217004759A	SET ALT TOO HI.ATC INSTRUCTIONS TO PLT UNCLEAR.CRASHED IN LAKE 1 MI FROM ARPT.
19750217013289A	
19750217015049A	INVEST UNDER JURISDICTION OF GOVT OF MEXICO.
19750218002789A	ACFT ABANDONED,INJ INDEX PRESUMED.2300LBS MARIJUANA ON BOARD.
19750218002799A	ACFT SLID DWN EMBANKMENT.
19750218009579A	SEAT BELIEVED TO BE POS FULL AFT.
19750218042999A	LOST OIL PR.SECURED ENG WHEN RUNNING ROUGH & SMOKING.HIT ROCK PILE.INVEST JURISDICTION GOVT FWI.
19750219002329A	SNOW RIDGES UP TO 2FT ADJ TO RWY.WIND GUSTING 15K.
19750219002539A	PLT APLD CARB HEAT WHEN ENG QUIT,RESTARTED,RTRND HEAT TO COLD.UN RESTART ENG.DEEP SNOW BEYOND RWY.
19750219002549A	HIT SOFT AREA ON FARM RD.
19750219003099A	
19750219003109A	INOP FUEL GAGE.PRECAUTIONARY LDG,RAN OFF GRAVEL ROAD INTO SOFT FLD.
19750219003449A	LEFT GEAR COLLAP ON LDG ROLL.BENT PUSH-PULL ROD.RECENT HISTORY OF UNSAFE LDG GR INDICATIONS.
19750219003459A	MAIN RWY UNDER CONSTRUCTION.UNLTD SOD RWY IN USE.LND BETWEEN RWYS IN DITCH.
19750219003689A	SNOW COVERED SLOUGH,TOO SLICK.WG CAUGHT CLOTHES LINE,HIT GRND & SLID INTO FISH HOUSE.
19750219012739A	RECOVERY DATE 2/21/75.FRONTAL SYSTEM WX.
19750219043009A	
19750219043019A	
19750220002559A	PLT LND INTO WIND ON DOWNHILL RWY.DIDNT RETRACT FLAPS & MISUSED BRAKES.
19750220002569A	SOFT SNOW SEVERAL INCHES DEEP.
19750220002579A	ACFT SETTLED INTO TOPS OF TREES.NOT EQUIPPED WITH A/S IND.
19750220002589A	
19750220002599A	RAN INTO POOR ENROUTE WEA.LND ON RD.
19750220003119A	LANDING LIGHT INOP.
19750220003129A	MUD DAUBER NEST BLOCKED VENT LINE.
19750220003139A	
19750220003149A	OVERCONTROL TOWARD BOTH SIDES OF RWY.
19750220003469A	SPRAYING ALFALFA.
19750220004769A	ENCTRD WIND GUST WHILE RAISING FLAPS.NOSE GEAR STRUCK RWY,PROPS AND FUSELAGE DMGD.
19750220004779A	HIT TOP WIRE ON 4FT FENCE.
19750220005589A	DID NOT ADD THROTTLE UNTIL 3RD BOUNCE.PROP TIPS BENT LWR L ENG MOUNT STRUT TWISTED.
19750220007249A	INVEST UNDER JURISDICTION OF GOVT OF BOLIVIA.
19750220008639A	PLT DID NOT MONITOR FLT INSTRUMENTS,EXCESSIVE DSCNT NOT DETECTED
19750220009599A	ACFT LEFT WING STRUCK TICKET BOOTH ADJACENT TAXIWAY,DAMAGED SPAR.
19750220020419A	HUGHES T/R BLADE,P/N 369A1613-3 FAILED & SEPARATED.
19750221003699A	ICE COVERED RUTS ON RWY.GUSTING TO 10K.
19750221004419A	DEP DELAYED 20 MIN DUE TRAFFIC.ABORTED AT LIFT OFF.DRAG CHUTE DEPLOYED & FAILED.SNOW ON AIRFRAME.
19750221005599A	
19750221006889A	WX ESTD IN ACDT AREA,CLG ABT 100FT.
19750221008969A	PLT OBSVD TO EXIT ACFT & SWIM TOWARD SHORE,DISAPPEARED,BODY NOT RCVRD.
19750221010019A	INTERSECTION TKOF.CHIP,UNDET ORIGIN,FOUND IN ENG DRIVEN PUMP MAN PRESS READ 21 IN.ACFT HEAVY.
19750221018539A	DSCND INTO GRND ABT 2 MI SHORT OF RWY IN BLO MIN COND.
19750222002089A	PLANE BEGAN TO BOUNCE AND BECAME UNCONTROLLABLE.PLT PUSHED YOKE FWD TO STOP BOUNCE.
19750222002609A	WHILE HOVERING TAIL ROTOR STRUCK T HANGER DOOR.
19750222002959A	ATC PERS DIDNT WARN PLT OF POSSIBLE WAKE TURB.
19750222003159A	ACFT CAME TO REST INVERTED.ELT DID NOT ACTIVATE.
19750222003169A	
19750222003179A	ACFT CAME TO REST APRX 700FT BEYOND RWY.
19750222003189A	CARB MIX CTL ACTUATING WIRE BROKEN.LND IN TERRACED SCHOOL YARD.
19750222003199A	SNOW WAS NOT COMPLY REMVD FROM WING BEFORE TKOF.ACFT SETTLED DRG L TURN.
19750222003209A	GRAY PUTTY LIKE SUBSTANCE FOUND IN FUEL TANK,GASCOLATER AND CARB BOWL.ELT NOT RQD.
19750222003219A	
19750222003479A	R WING TIP STRUCK TREE.
19750222003489A	PLT RPTD WIND GUSTING 20K.R WING STRUCK THE GND.
19750222003709A	ACFT DRIFTD INTO SNOW.RWY PARTIALLY CLRD.
19750222003719A	LOSS OF CONTROL DUE TO RUDDER DAMAGE FROM WIRE STRIKE.
19750222004789A	UN LOCATE ARPT LNDD ON BEACH.
19750222004799A	ACFT DEP NARROW RWY & HIT ROAD BANK.PLT HAD 3 HRS IN LAST 90 DAYS.
19750222004809A	DARK BROWN SCALE FOUND IN CARB BOWL.ACFT FERRY FOR ANNUAL INSP.
19750222004819A	GLIDE SLOPE RCVR ERRATIC,USED LOC MINS.STRUCK TREES INSIDE OM.ALT BAROM SCALE 150FT IN ERROR.
19750222006899A	INVEST UNDER JURISDICTION OF GOVT OF MEXICO.
19750223003229A	ENCTRD PTCHY GNDFG.PLT RPRTD DISORIENTING EFFECT,FLASHING RAIL.NO REIL.AC 150/5340-14B APPLIES.
19750223003239A	RUPTURED ACCELERATING PUMP DIAPHRAM. BENDIX PS-5C CARB.
19750223003729A	HIT SMALL DIRT MOUND ON SOFT DIRT/SAND RWY.DIRT CLOGGED L GR FAIRING.
19750223003929A	VECTORED TO ARPT.HIT UTILITY BLDG WHILE SEARCHING FOR RWY.
19750223004209A	LANDED IN LEVEL FIELD IN 4 FEET OF SNOW.SPARK PLUGS FOUND TO HAVE SOOTY DEPOSITS.
19750223008209A	
19750223010969A	DIGITAL FREQ RNAV SYSTEM IN USE.HIT TREES APRX 4MI FRM ARPT.
19750223013959A	AFTR LOW PASS ON FISHING VESSEL ACFT OBSVD IN L TURN BFR L WING STRUCK THE WATER.
19750223025039A	INTERSECTION TKOF BLO VMC. FROST ON WGS.
19750223031369A	NOT DEICER EQPD.RCVRD 2/24/75.
19750224002809A	DMGD PROP REPLACED 86 HRS BFOR ACCDT.LND IN PASTURE.
19750224003249A	STRIP GRADED DRG DAY,EXPOSING LOOSE GRAVEL.HIT DIRT MOUND LEFT BY GRADER.PRIVATE STRIP.
19750224005609A	
19750225003259A	HIT DITCH. OPN FLT CK,NO LOAD ABD.
19750225003739A	LND IN ATHLETIC FLD.PLT COULD HAVE MADE RUN ON LDG OK.
19750225004829A	BOUNCED LDG ABT 10-15 FT INTO THE AIR.
19750225004839A	STDNT PLT HAD 2 HRS SOLO.LOST CTL TAXYING OFF RWY.
19750225004849A	STRUCK T-HANGAR.
19750225010069A	LND IN TRAILER COURT TO AVOID CARS ON HIWAY.MORE SUITABLE LDG AREAS AVAIL.
19750225012159A	82 GALS ON BOARD. FUEL STARVATION SUSPECTED,SOURCE UNDET.
19750225015059A	PLT CLRD INTO POSITION BEHIND DEPARTING 727.ACFT BLOWN OVER ON NOSE & L WING.
19750225023259A	ACFT DMG & INJURY INDEX PRESUMED.
19750226002099A	DEPLANING PAX WALKED INTO ROTATING PROP.
19750226002109A	WIND GUSTING 25K.
19750226002619A	STRUCK CAMERA TRUCK
19750226003499A	WIND GUSTING 35K.
19750226003749A	
19750226004219A	FIRST PART OF RWY FREE OF ICE.PLT APLD BRAKES BTWN ICE PATCHES ON RWY,HVY BRAKING BFR END OF RWY.
19750226006449A	RECOVERY DATE 2/27/75.TRAINING FOR ATP RATING.FLEW INTO MTN 300-400FT BLO SUMMIT.CLEAR NIGHT.
19750226008989A	AIRCRAFT CRASHED IN MOUNTAINOUS AREA,PILOTS REPORTED MODERATE TO HEAVY ICING IN AREA OF CRASH.
19750226010379A	ACFT OBSVD IN HIGH SPEED DIVE.IMPACT IN STEEP NOSE DOWN ATTITUDE.
19750227002629A	INTNTL DOWNWIND LDG ON PLTS STRIP DUE PWR LINES AT OTR END.
19750227002969A	
19750227002979A	ACFT HIT GUY WIRE ON SHORT FINAL.
19750227003759A	PILOT ADVISED NOT TO LAND DUE TO TRAFFIC, GUSTY WINDS.
19750227003769A	AG TRNG,NO LOAD ABD.
19750227004229A	CARB FLOAT ARM SEPARATED ABT 1/2IN FM ITS ATCH PT TO L FLOAT ASSY FOR UNKNOWN REASON.
19750227004859A	
19750227005619A	VEERED TO R OFF RWY.
19750227005989A	MDT TURB IN AREA.
19750227006459A	
19750227008979A	
19750228002119A	UNCERT PLT LOST CTL AFTER TKOF.CUT PWR & LND IN DUMP BESIDE RWY.
19750228002339A	HIT SOFT AREA.
19750228002819A	
19750228003509A	CRACK FOUND IN STOP BLOCK,WHICH EXISTED BFR ACDT.EXAM REVEALED TOE-IN SETTING OF MAIN WHEELS.
19750228003939A	
19750228003949A	N311F SUB DMG-N43263 SUB DMG.LOW BATTERY,NO ONE AT CTLS.LINEMAN HOLDING WING UN RESTRAIN ACFT.
19750228004429A	UN LOCATE GCI SITE,LOW LVL FLT.DSCND INTO TUNDRA WHILE LOOKING AT MAP.
19750228004439A	TKOF ABT MIDFIELD OF 3180 FT RWY.POST ENG EXAM,CKD OK.
19750228004449A	GOOD SOD COVER,SMOOTH RWY.
19750228004869A	HIGH SNOWBANKS BORDERING RNWY
19750228004879A	PROPELLER KICKED OVER WHILE BEING HAND-CRANKED BY PSGR.
19750228005319A	TAXIED BEHIND DEPARTING DC-10.ACCEPTED CLRNC DIRECTED TO ANOTHER ACFT.
19750228005629A	
19750228005999A	UNABLE TO REACH FARM FIELD.
19750301002829A	SINGLE WHEEL. L WG HIT GRND DRG TURN TO FINAL.
19750301003269A	PLT MADE NOSE WHEEL TOUCHDOWN. DMGD FIREWALL.
19750301003519A	
19750301003529A	NO EVIDENCE OF FUEL FOUND IN FUEL STRAINER OR CARBURETOR.
19750301003539A	PLT OVERSHOT APCH,ENG QUIT ON GO ARND.L TANK EMPTY,R TANK HAD 20 GAL.
19750301003779A	BOTH IP AND STUDENT ON CTLS DRG TURN TO FINAL.
19750301003959A	HIT CONCRETE SCRAP USED TO FILL RWY APCH.
19750301003969A	OVERCORRECTED TO R WHILE ATMPTG TO CLR FENCE ACFT STALLED.
19750301005329A	ACFT MAIN GR STRUCK 2-3 FT HI SNOW BANK AT THE BEGINNING OF RWY 25 THRESHOLD.
19750301005639A	NOSE WHEEL AXLE BOLT CAME OFF BECAUSE COTTER PIN NOT INSTALLED.
19750301005649A	ACFT SPLIT S'D AFTER DOWNWIND ENTRY.PLT UN RECOVER FOR UNDET REASON.PAX,A PLT,TAKING PHOTOS.
19750301007259A	WIND GUSTING 30K.
19750301007639A	WIND GUSTING 25K.
19750301007649A	CRASHED ON FROZEN LAKE.
19750301008189A	RUST CORROSION BREAK IN RIGHT MAIN GEAR LEG.
19750301010079A	
19750301020979A	
19750302002639A	UNAUTH FLT.PLT UNCERTIFICATED.PLT & PAX HAD BEEN DRINKING.
19750302002849A	WIND GUSTING 20K.
19750302003549A	GUSTING TO 20K.SETTLED INTO DITCH TO R OF RWY.
19750302003559A	NR 3 CYL EXH VALVE FAILED.LND IN FLOODED PASTURE
19750302003569A	WIND GUSTING 15K.
19750302003579A	PRACTICE X-WND LDGS.TKOF RWY 31,PLOWED,LNDD RWY 4 SNO CVRD SOD.HIT 2 SNOW BANKS AT RWY INT.
19750302003589A	NAS 147-59 BOLT HAD EXCESS WEAR AND FAILED DURING GROUNDLOOP.RT GEAR STRUT SEPARATED FROM ACFT.
19750302003979A	NOSE GR LWR L DRAG LINK DISCONNECTED.ATTACH BOLT P/N 400758 WORN,COTTER PIN BKN,NUT NOT FOUND.
19750302003989A	R FUEL TANK ABT 10 GAL,L ABT 1 CUP.FUEL TANK SEL L PSN.
19750302004239A	DRG APCH TO HOVER PLT UN CTL TURNING ACFT.
19750302004249A	TURN TO AVOID SHALLOW DITCH.
19750302004459A	FUSELAGE WINDSHIELD FAILED DURING DESCENT TO TRAFFIC PATTERN.
19750302005339A	CHECKING CATTLE,WATER & FENCES AT LOW ALT.
19750302006009A	HIT TREES ADJ TO GOLF FAIRWAY.1 PAX EXPIRED FM INJURY SEVERAL DAYS AFTR ACDT.
19750302006919A	SKID BROKE THRU SNOW
19750302006929A	PLT DIDNT INTEND TO LND.
19750302008199A	AD 72-25-7 NOT C/W.PROP BLADES NOT SHOT PEENED AS RQRD BY AD.
19750302009839A	ACFT STRUCK 55FT TREE 560FT BEFORE RWY.PLT ON DUTY 11 HRS.PLT EXPIRED APRX 3 WEEKS AFTR ACDT.
19750302009849A	ACFT LND LEFT QUARTERING TAILWIND,OFF LEFT SIDE RWY,HIT SNOWBANK AND OVERTURNED.
19750302017699A	EVIDENCE HI THAN NML WING LOAD ON FRONT UP REAR STRAP FITNG.FRONT SPAR SHEAR PLATE & PLANKING DET.
19750302020989A	AT TIME OF LNDG WIND BEGAN BLOWING STRONG AND APPEARED TO CHANGE DIRECTION.
19750303003599A	NR 5 L MAG WIRE GROUNDED P LEAD OF R MAG.
19750303006019A	GROUND FIRE AND GENERAL DISINTEGRATION OF ACFT.MAIL FLIGHT.
19750303006939A	WIND GUSTING TO 30 KNOTS.PLT ATTN DIVERTED TO LOST STEER IN WOODS.
19750303007659A	COLLIDED WITH UNATTENDED DC3 N11BC.DAMAGED RIGHTWING AND VERTICAL STABILIZER.
19750304002839A	TRNG FLT FOR FAR 135 FLT CK.M/R BLADES CUT TAIL ROOM.
19750304003279A	CHEM SPRAY VAPORS ENTERED CARB INLET DUCT.SPRAYING ALMONDS.
19750304003289A	WHILE TURNING ACFT DOWNWIND ACFT FLIPPED OVER ON ITS BACK.
19750304003299A	
19750304003999A	APLD BRAKES ACFT SLID L AND THEN STRUCK A SNOWBANK ADJ TO RWY.
19750304004889A	FLOAT EQUIP. L WG HIT BANK.
19750304006469A	MAIL FLIGHT.APP LTS MALSR.ENCTRD SNOW BANK ABT 14 IN DEEP ABT 9FT INBOARD FM L LINE OF RWY LTS.
19750304010089A	DIDNT CK STAB TRIM.UN ROTATE ACFT.SPOILERS & DRAG CHUTE NOT DEPLOYED.CRASHED IN LAKE.
19750305003609A	MIXTURE CTL WIRE SEPARATED.
19750305003619A	FLAPS FND IN UP PSN.STC MOD TO DECREASE BASIC WT.WT & CG WITHIN LIMITS.
19750305004259A	FORCED ACFT BACK ON RWY NOSE GR FIRST.
19750305004269A	PLT THOUGHT HE WAS RETRACTING THE FLAPS.
19750305004469A	HIT BANK LDG IN STREET.
19750305004899A	ICG ENRT.WNDSHLD ICE BLOCKED FWD VSBY DRG LDG,INITIATED GO-AROUND,R ENG FAILED TO RESPOND,ABORTED.
19750305005349A	OIL SCREENS LOOSE AND IMPROPERLY SAFTIED.
19750305006949A	ONLY SMALL AMT OF OIL FND IN ENG.NO SIGN OF ENG OIL LEAK.
19750305007669A	FRONT ENG FAILED NEAR RACINE.REAR ENG FAILED WHILE BEING VECTORED TO KENOSHA ARPT.
19750305008999A	PWR REDUCED TO APRX 15 IN,ACFT DSCNDD,HIT ON L MAIN GR.
19750305009859A	PLT KNEW TAIL BOOM DMGD BFOR TKOF.CONT FLT.TAIL BOOM SEPARATED IN FLT.
19750305018549A	PLT RPRTD ICING AFTR TKOF,CONTINUED FLT.ACFT NOT DEICER EQPD.LATER RPRTD CONTROL DIFFICULTY.
19750305025049A	NOT EQPD WITH ANTI-ICING/DEICING SYS.CARB HEAT CAUSED RUF ENG,FEATHERED.
19750306003309A	
19750306003789A	
19750306004009A	ABT 20 GAL FUEL ON BOARD,AIRBORNE APRX 1HR 54MIN.PLT RPTD FUEL EX.
19750306004279A	NOSE GR WOULDNT EXTEND.BEARING PLATES BROKEN.BOLT HOLES ELONGATED.
19750306004479A	LND ON SHORT ROUGH STRIP.SWERVED OFF RWY INTO BRUSH DUE BLUFF AT END.MADE 4 PASSES BFOR LDG.
19750306004909A	PLT FAILED TO INSURE LDG AREA ADEQUATE.
19750306004919A	NOSE GR OLEO STRUT FOUND COLLAPSED.NO HYD LEAKAGE FOUND IN OLEO STRUT AREA.
19750306005659A	LATE FLARE,NOSEWHEEL HIT FIRST,ACFT BOUNCED.STEERING ROD BROKE,ENG MOUNT DMGD.WIND GUSTING 20K.
19750306006479A	PLT RPTD COULDNT SEE,COPILOT ABORTED TKOF.ACFT STRUCK GREENHOUSE.SNOW ON ACFT,NO ALCOHOL IN SYSTEM
19750306006959A	SKI HIT SNOW BERM.
19750306013969A	BOTH GEN & BATT FAILED.RCVR: 3/8/75.
19750306022079A	DENSE FOG IN AREA.MAIL FLT.
19750306029239A	TAIL WHEEL TRUSS SEPARATED.MAIL FLIGHT.
19750307004929A	PLT MADE DWNWIND TKOF ON SHORT TAXIWAY.POLICE STATED PLT HAD BEEN DRINKING.HIT DRAINAGE CANAL.
19750307008219A	SNOW REMOVAL EQUIP BACKED INTO TAXIING ACFT.PLT PREPARING TO CALL FOR TAXI INSTRUCTIONS.
19750307009009A	T/D ABT 3500FT DWN 5091FT RWY.R LDG GR STRUCK RAISED LIP AT RWY EDGE.LOCALIZER APCH RWY 15.
19750307013979A	BEARING INST IMPROPERLY,PN 5041108-1. CAUSED R GR TO JAM IN WHEEL WELL. OLEO MAINT 2 WKS PRIOR.
19750307016109A	WIND GUSTING 45K.PLT ADVSD BY FSS FIXED WING ACFT COULD NOT LND DUE HI WINDS.
19750308002989A	PLT UNDERSHOT LDG,HIT FENCE.
19750308003629A	PLT,NOT A MECH,PERFORMED MAJOR MAINT.ACFT WASNT INSPECTED.AVOIDING RR BED.
19750308003799A	NR 4 CONROD FAILED.
19750308004029A	DURING AUTORATION LDG DEMO BY INSTR PLT SKIDS SUNK IN GRND ACFT NOSED OVER.
19750308004489A	PAX DEPLANED TO MOVE OTR ACFT & WALKED INTO PROP
19750308004499A	GUSTING TO 25K.
19750308004939A	AFTR TKOF ACFT OBSVD LO LVL 180 L TURN.ACFT ROTATED 1-1 1/2 TURNS.R PROP FOUND FEATHERED.
19750308004949A	LND IN CEMETERY.
19750308004959A	AIRCRAFT COLLIDED WITH CARGO TUG AT INTERSECTION OF GROUND VEHICLE ACCESS ROAD AND TAXIWAY.
19750308007679A	LND IN SANDY OVERRUN ABT 99FT SHORT OF RWY.
19750308010729A	RECOVERY DATE 3/9/75. FLEW INTO MTN SLOPE.
19750308011769A	LOW LVL FLT OVR WATER.HIT TREE DRG CLIMB OUT OF CANYON.ACFT HEAVY,GUSTING TO 30K.
19750308012169A	OBSERVED IN STEEP TURN NR SUITABLE EMERG FLD PRIOR LOSS OF CTL.FUEL SHUTOFF VLV FND IN CLOSED PSN.
19750308013299A	ADVSD VFR FLT NOT RECOMMENDED. RECOVERY DATE 3/12/75.
19750309003319A	
19750309003639A	ENCTRD DWNDRAFT,APLD PWR,ENG DID NOT RESPOND.GUSTS TO 23K.
19750309004039A	NO NARRATIVE AVAILABLE
19750309004049A	HIT N6052P,SUBSTANTIAL DMGE. WIND GUSTING 20K. BRAKE ASSEMBLY P/N 169-300001-5,BRAKE FLUID ESCAPED
19750309004289A	PLT CKD ATIS FOR WEA.GUSTING TO 30K.
19750309004509A	PLT BAILED OUT AFTER FAILURE OF L WINGTIP & AILERON.
19750309006029A	LOST RPM WHEN CLEARING PLATFORM.LNDD IN ROUGH SEAS,ACFT SANK.FUEL CTL & GOVERNOR RCVRD & CKD OK.
19750309006039A	NOT AMPHIB RATED.HIT PWR LINE 50FT AGL.
19750309015619A	DEER CROSSING RWY.DMGD R HORZ STAB.
19750309042919A	
19750310003329A	
19750310004969A	FOUND IN CITRUS GROVE.ACCDT DATE & INJURY INDEX PRESUMED.
19750310004979A	HIT ELEC TWR ABT 60FT AGL.
