c5	remark
19900114003299I	STUDENT MADE HARD LANDING. INSTRUCTOR ATTEMPTED TO TAKE OVER. AIRCRAFT VEERED TO SIDE OF RUNWAY. HIT SNOWBANK.
19900114004029I	ENGINES DID NOT RESPOND TO CONTROL EFFORT. GENERATOR POWER LOST. EMERGENCY RELIGHT AND SAFE LANDING.
19900114004409I	AS STUDENT TAXIED FROM RAMP HIS WINGTIP HIT NOSE OF A PARKED AIRCRAFT.
19900114005929I	RIGHT MAIN GEAR BROKE AND LEFT AIRCRAFT ON ROLLOUT. WELD AT ATTACHMENT POINT OF LOWER FORK AND STRUT DID NOT HOLD.
19900114006519I	POWER LOSS ON CLIMB. CARBURETOR HEAT INEFFECTIVE. FORCED LANDING IN FIELD. SUSPECT AUTO GAS WAS PROBLEM.
19900114006529I	STUDENT STATED HE HAD A WIND SHIFT ON LANDING FLARE. LOST CONTROL AND VEERED OFF RUNWAY. HIT RUNWAY LIGHT.
19900114006549I	EMERGENCY AND PARKING BRAKE SET. AIRCRAFT MOVED BACK AND HIT BUS. PARKING BRAKE HANDLE DETENT FAULTY.
19900114006559I	PILOT STATED AIRCRAFT STALLED AFTER LIFT OFF. WING STRUCK GROUND. HAD FROST BUILD UP ON WINGS AND CONTROL SURFACES.
19900114007319I	NR2 ENGINE SHUT ITSELF DOWN. SECURED IT AND LANDED. HIGH PRESSURE FUEL PUMP HAD FAILED.
19900114019969A	ENGINE QUIT ON CLIMBOUT, DESCENDED INTO TREES. MUD DAUBER  HAD BLOCKED FUEL TANK VENT.
19900115000439A	COLLIDED WITH GROUND AND VORTAC FACILITY ON INSTRUMENT APPROACH.
19900115000449A	UNABLE TO LATERALLY CONTROL AIRCRAFT ON LIFTOFF ABORTED AND LANDED GEAR UP ON RUNWAY. WAS OVER GROSS BY 1351 LBS.
19900115000539I	STUDENT ENCOUNTERED WEATHER. DIVERTED TO PRIVATE STRIP. LANDED LONG AND DEPARTED END OF RUNWAY. RAN OVER EMBANKMENT
19900115000549I	PILOT FAILED TO EXTEND GEAR ON APPROACH AND LANDED GEAR UP.
19900115000569A	LANDED SHORT IN A GUSTY CROSSWIND. STRUCK RAILROAD TIES IN OVERRUN. COLLAPSED NOSE GEAR, BENT FIREWALL.
19900115000929A	LOST POWER ON CLIMB TO CRUISE. IMPACTED NOSE LOW IN PLOWED FIELD. ENGINE RAN NORMAL ON POST ACCIDENT TEST.
19900115000949A	REPORTED ENGINE FAILED ON CLIMBOUT. TRIED TO LAND ON ADJACENT RUNWAY. LANDED ON GRASS AND GROUND LOOPED.
19900115004149I	STUDENT TAXIED OFF TAXIWAY INTO DITCH. RECEIVED MORE GROUND AND FLIGHT TRAINING BEFORE ANOTHER SOLO.
19900115005119I	SMOKE FROM ANNUCIATOR PANEL. WINDSHIELD HEAT INDICATOR LAMP INOPERATIVE. HAD SHORTED TRANSISTER ON PEGBROAD NR2.
19900115006819I	ENGINE LOST POWER. MADE A GEAR UP EMERGENCY LANDING IN FIELD. THROTTLE CABLE WAS BROKEN.
19900115007279I	LANDED LONG ON ICY RUNWAY. SLID OFF END OF RUNWAY.
19900115010099I	PILOT FORGOT TO LOWER GEAR ON A TOUCH AND GO LANDING AND LANDED WITH GEAR RETRACTED.
19900116000739I	USING WRONG CHART FIGURES FOR LIGHTER 767 OVEROTATED AT V2 AND DRAGGED TAIL ON RUNWAY.DAMAGED AFT PRESSURE BULKHEAD
19900116000909A	IMPACTED GROUND SHORT OF RUNWAY AT NIGHT IN HEAVY RAIN FOG AND STRONG WIND.
19900116000919A	STRUCK TREES AND CRASHED DURING THIRD MISSED APPROACH. WAS OFF CENTER LINE ON TWO TRIES. FREEZING DRIZZLE IN AREA.
19900116000939A	ENGINE LOST POWER ON TAKEOFF. CRASH LANDED OFF END OF RUNWAY. INTAKE VALVES STUCK DUE TO HEAVY CARBON BUILDUP.
19900116000959A	FIRE ERUPTED STARTING ENGINE. FAILED TO NOTE LOOSE COWLING. NO AIR FILTER. FUEL LINE NOT CAPPED.
19900116001259A	LOST CONTROL DURING VECTOR TO ILS APPROACH IN DARK NIGHT AND IMC. CRASHED INTO A LAKE. HEAVY SNOW SHOWERS IN AREA.
19900116004119I	LEFT WING TIP HIT LIGHT POLE WHILE TAXIING TO GATE. NO GUIDANCE LINES AND UNFAMILIAR AIRPORT.
19900116005609I	STUDENT LOST CONTROL ON ROLLOUT. VEERED LEFT AND DEPARTED RUNWAY.
19900116005699I	FIRE IN FORWARD GALLEY. USED EXTINGUISHER. RETURNED. REPLACED BOTH COFFEE MAKERS.
19900116006179I	VFR PILOT ENCOUNTERED IFR CONDITIONS. BECAME LOST AND LOW ON FUEL. MADE A PRECAUTIONARY LANDING ON A ROAD.
19900116006509I	UNSAFE GEAR INDICATION ON APPROACH. REPLACED LIGHT BULB AND LANDED WITHOUT INCIDENT.
19900116006539I	RIGHT ENGINE COMPRESSOR STALL ON TAKEOFF. RETURNED. UNABLE TO DUPLICATE ON GROUND.
19900116007299I	ATC DETERMINED ALTITUDE TRANSPONDER OUT OF TOLERANCE. REQUESTED PILOT STOP ALTITUDE SQUAWK. TURNED OFF TRANSPONDER.
19900116008179I	COPILOT LOST DIRECTIONAL CONTROL ON TAKEOFF. CAPTAIN TOOK OVER AND ABORTED. VEERED OFF ICY RUNWAY.
19900116013449I	PASSENGER WAS SMOKING SEVERAL TIMES DURING FLIGHT. BRIEFED ABOUT NO SMOKING. POLICE MET FLIGHT AND ESCORTED HIM.
19900116017369I	GEAR RETRACTED ON ROTATION. AIRCRAFT SETTLED BACK ON RUNWAY. SKIDDED TO A STOP.
19900117000649I	DURING LANDING ROLLOUT LEFT GEAR COLLAPSED. VEERED OFF RUNWAY. REAR DRAG BRACE ATTACH CASTING FAILED.
19900117000669A	STUDENT ON FIRST SOLO FAILED TO BOTTOM COLLECTIVE THEN OVER CONTROLLED,CAUSED TAIL STRIKE ROTOR STRIKE AND ROLLOVER
19900117000679A	ENGINE QUIT ON CLIMBOUT. LANDED OFF AIRPORT NOSE LOW. NOSE GEAR FOLDED. NOSED OVER. NO ANOMALIES FOUND.
19900117000689A	STRUCK CREST OF MOUNTAIN THAT MAY HAVE BEEN OBSCURED BY CLOUDS OR SNOWSHOWERS. HAD CANCELLED IFR. TRACE MARIJUANA.
19900117001149A	LOST POWER RIGHT ENGINE. FEATHERED THEN LOST LEFT ENGINE. TURBO DUCT OFF. FERRY PERMIT EXPIRED.
19900117001429A	CAME IN LOW AND IMPACTED AN EMBANKMENT JUST SHORT OF RUNWAY SEPARATING LEFT MAIN GEAR. OTHER FOLDED.
19900117004049I	PILOT MADE A HARD LANDING. AIRCRAFT BOUNCED THEN LANDED NOSE GEAR FIRST.
19900117004089I	UNSAFE RIGHT GEAR LIGHT. USED EMERGENCY PROCEDURES. LANDED SAFELY. POSITION SWITCH HAD LOOSE WIRE.
19900117005619I	DIVERTED DUE TO WEATHER. NR1 COMPASS SYSTEM FAILED IN FLIGHT. REPLACED DIRECTIONAL GYRO.
19900117005629I	PILOT MOVED LANDING GEAR HANDLE MOMENTARILY TO THE UP POSITION ON ROLLOUT. RIGHT MAIN LANDING GEAR COLLAPSED.
19900117005659I	NR1 ENGINE FIRE ON TAKEOFF ROLL. ABORTED. FIRE WAS EXTINGUISHED BY DISCHARGING THE INTERNAL AGENT.
19900117009379I	RIGHT ENGINE FAILED ON DEPARTURE. HAD INTERNAL CONTAINED FAILURE.
19900117015509I	ENGINE FAILED INFLIGHT. UNABLE TO RESTART ENGINE. FORCED LANDING IN A FIELD. FUEL PUMP HAD FAILED.
19900117024309I	PILOT FORGOT TO LOWER LANDING GEAR. LANDED GEAR UP.
19900117032719I	STUDENT LOST CONTROL WHILE PRACTICING HOVERING MANEUVERS. TAIL ROTOR IMPACTED GROUND.
19900117034789I	UNABLE TO LAND AT DESTINATION DUE TO WEATHER. LOW FUEL FORCED PILOT TO LAND ON A ROAD.
19900118000659A	CRASHED AND BURNED. ATC REPORTED PILOTS SPEECH SLURRED. READ BACK ON VECTOR HEADINGS INCORRECT ACCORDING TO ATC.
19900118000699A	OVER GROSS WEIGHT, NIGHT TAKEOFF,SURROUNDED BY HILLS AND TREES AND SHORT RUNWAY. STRUCK TREES OFF END OF RUNWAY.
19900118000709A	ON CLIMBOUT ADVISED NEED TO RETURN THEN STALLED CRASHED AND BURNED. WAS OVER GROSS. CFI TESTED POSITIVE MARIJUANA.
19900118000711A	ON LANDING ROLL STRUCK N44UE ALSO ROLLING OUT ON RUNWAY WITH INOP ATI COLLISION LIGHTS. ATC FAILED TO SEPARATE.
19900118000712A	ON LANDING ROLL WAS STRUCK BY N8867E ALSO LANDING ON SAME RUNWAY. ATC FAILED TO SEPARATE. ANTI COLLISION LIGHT INOP
19900118000729A	LANDED LONG AND FAST ON WET RUNWAY,HYDROPLANED. TRIED GO AROUND BUT OVER BOOSTED ENGINES. RAN OFF END.COCAINE NOTED
19900118004459I	DAMAGE INDICATES THAT THE PILOT LANDED WITH THE GEAR RETRACTED.
19900118005549I	ELECTRICAL ARCING AND LOSS OF BOTH GENERATOR OUTPUTS. COCKPIT OXYGEN MASKS USED. RETURNED AND LANDED SAFELY.
19900118005689I	UNABLE TO EXTEND GEAR. LANDED GEAR UP. SECTOR GEAR INSIDE ACTUATOR GEAR BOX HAD FAILED.
19900118006029I	PILOT STATED HE JUST FORGOT TO LOWER THE GEAR AND LANDED GEAR UP.
19900118006619I	ADVISED TOWER HE WANTED TO LAND ON GRASS AREA. VEHICLE IN WAY ON TOUCHDOWN. VEERED AND HIT RUNWAY LIGHT.
19900118008129I	NOSE GEAR COLLAPSED ON ROLLOUT. REPORTED UPLOCK WAS BENT. AFTER STRAIGHTENING THE SWITCH THE SYSTEM WORKED PROPERLY
19900118009929I	ELECTRICAL ODOR IN COCKPIT ON APPROACH. FORWARD GALLEY LIGHT BALLAST HAD OVERHEATED.
19900118011539I	RIGHT ENGINE FIRE WARNING ON CLIMB. SHUT DOWN AND RETURNED. FIRE LOGIC BOX WAS DEFECTIVE.
19900118064819I	TOOKOFF ON TAXIWAY INSTEAD OF RUNWAY. PILOT CLAIMS TAKEOFF ON RUNWAY. CONTROLLER REPORTED TAKEOFF WAS ON TAXIWAY.
19900119000749A	CRASHED SHORT OF RUNWAY ON ILS APPROACH IN NEAR ZERO IMC. DESCENDED BELOW DH. WINDSHEAR SUGGESTED.
19900119000789A	CRANKSHAFT BROKE AT CRUISE. OVERSHOT OPEN FIELD LANDING DOWNWIND. IMPROPERLY INSTALLED CYCLINDER BOLTS HAD BROKEN.
19900119000839A	LOST CONTROL ON TAKEOFF IN GUSTY CROSSWIND, CUT POWER,VEERED OFF RUNWAY AND OVERTURNED.
19900119000849A	LANDED SHORT OF RUNWAY AND OVERTURNED.
19900119000859A	ENGINE HEARD TO LOOSE POWER ON TAKEOFF BUT NO DEFECTS FOUND. CARB HEAT WAS ON. MAY HAVE BEEN CARBURETOR ICE.
19900119004079I	UNABLE TO STOP ON RUNWAY WHILE CONDUCTING HIGH SPEED TAXI TEST. RAN INTO DIRT AND NOSE GEAR COLLAPSED.
19900119005069I	EXPERIENCED RUDDER TRIM RUNAWAY AFTER DEPARTURE. RETURNED AND LANDED WITHOUT INCIDENT.
19900119005719A	STRUCK A LARGE BIRD IN TRAFFIC PATTERN AT NIGHT. IMPACT DAMAGED ELEVATORS IMPARING CONTROL BUT LANDED SAFELY.
19900119008319I	NR2 ENGINE LOST POWER INFLIGHT. LANDED WITHOUT INCIDENT. REDUCTION GEAR BOX HAD FAILED.
19900119011359I	PILOT INSTRUCTED TO ROLL OUT TO END OF RUNWAY. RAN NOSE GEAR OFF END OF RUNWAY. POWERED BACK AND TAXIED TO GATE.
19900119023949I	ON LANDING NOSE GEAR STRUCK A DEER. MADE A GO AROUND AND LANDED. GEAR COLLAPSED WHILE TAXIING.
19900119032289I	PILOT FAILED TO LOWER LANDING GEAR WHILE PRACTICING LANDING. LANDED GEAR UP.
19900119041159I	NR2 ENGINE MALFUNCTIONED EN ROUTE. SECURED. LANDED SAFELY AND ROLLED OFF RUNWAY STRIKING A RUNWAY LIGHT.
19900119053409A	ENGINE QUIT ON CLIMBOUT. FORCE LANDED IN TREES. FUEL LINE 0N SUCTION SIDE OF FUEL FILTER HAD CHAFED HOLE.
19900120000759A	CRASHED INTO A GLACIER IN CRATER ON TOP OF MT RANIER. WAS NEAR SERVICE CEILING AND GROSS WEIGHT.
19900120000799A	LANDED SHORT IN PLOWED FIELD DURING NIGHT LANDING. FACTORS FAILED STAY HIGH. CHECK ALTITUDE. DARK. HAZE. SKILL.
19900120000829A	VEERED OFF RUNWAY INTO A DITCH AFTER SWERVING UPON BRAKE APPLICATION.
19900120000879A	LOST POWER. STALLED LANDING OFF AIRPORT. FLIPPED OVER. PILOTS MISUSE CARB HEAT IN CONDITIONS FOR CARB ICING.
19900120000899A	CRASHED IN ORCHARD. REAR CONTROL STICK ON FLOOR. PILOT FLEW WITH UNBOLTED STICK.
19900120000989A	DOWNDRAFT REPORTED ON SHORT FINAL CAUSED HIGH SINK RATE. RIGHT WHEEL SEVERED BY STRIKING SNOWBANK SHORT OF RUNWAY.
19900120001449A	ENGINE QUIT ON CLIMBOUT. TRIED TO RETURN TO RUNWAY BUT CRASHED OFF AIRPORT IN ROUGH GROUND. FUEL TANKS WERE EMPTY.
19900120003919I	HYDRAULIC PROBLEM ON CLIMB. RETURNED. UP LIMIT SWITCH OUT OF ADJUSTMENT DUE TO WORN LINKAGE.
19900120004299I	LOST CONTROL ON ROLLOUT. VEERED OFF RUNWAY. PILOT SUSPECTS WAKE TURBULENCE FROM PRIOR JET.
19900120005099I	AIRCRAFT SKIDDED ON ICE WHEN CREW ATTEMPTED TO LINE UP ON CENTER LINE. RETURNED TO GATE WHILE RUNWAY SANDED.
19900120005149I	PROPELLER BEGAN TO OVERSPEED. ENGINE SEIZED. FORCED LANDING. FOUND PROPELLER OIL LINE HAD FAILED. ENGINE OIL LOST.
19900120005159I	ON TAKEOFF ROLL STRUCK A FLOCK OF GEESE. ABORTED. NR4 ENGINE SUFFERED MINOR DAMAGE.
19900120005999I	BLEW TWO TIRES ON TAKEOFF ROLL. DIVERTED TO CHICAGO. LANDED WITHOUT INCIDENT.
19900120006229I	UNABLE TO LOCK RIGHT GEAR DOWN. ELECTED TO LAND GEAR UP. HAD A FAULTY GEAR LIMIT SWITCH.
19900120006439I	PILOT FAILED TO LOWER LANDING GEAR PRIOR TO LANDING AND LANDED GEAR UP.
19900120007259I	CO PILOT BECAME ILL ON APPROACH AND PASSED OUT. FLIGHT ATTENDANT ADMINISTERED OXYGEN. REFUSED TREATMENT LATER.
19900120008039I	ROUGH ENGINE. WINDSHIELD COVERED WITH OIL. FORCED LANDING. NR2 CYLINDER ROD HAD FAILED.
19900120009779I	DURING DESCENT WINDSCREEN ICED OVER. PILOT REQUESTED VECTOR TO EXPEDITE APPROACH AND LANDED WITHOUT INCIDENT.
19900120013849A	ON DESCENT IN AREA OF LEVEL 2 RAINSHOWERS HIT SEVERE DOWNDRAFT. PASSENGERS AND ATTENDANTS INJURED. SEAT SIGN ON.
19900120031589I	PILOT FLARED HIGH. BOUNCED OFF THE NOSE GEAR CAUSING MINOR DAMAGE TO THE FIRE WALL.
19900121000769I	ENGINE RUNNING ROUGH. FORCED LANDING ON GOLF COURSE. SUSPECT CARBURATOR ICING.
19900121000779A	 WIND SHIFT WHILE APPROACHING PRIVATE HELO PAD. TRIED TO TURN INTO WIND BUT BEGAN SETTLING WITH POWER. HIT GROUND.
19900121000809A	LOST POWER ON CLIMBOUT. TURNING BACK AND LANDING AT AIRPORT STRUCK POLES. FOUND WATER IN FUEL.
19900121000819A	LOST DIRECTIONAL CONTROL ON CROSSWIND TAKEOFF FROM SNOW PLOWED RUNWAY. COLLIDED WITH SNOWBANK.
19900121000889A	ENGINE STOPPED. DITCHED IN OCEAN AND SANK AFTER OCCUPANTS RESCUED. PILOT BELEIVES FUEL STARVATION.
19900121000999A	TRIED TO FIND HELIPAD,DARK NIGHT IN FOG. DESCENDED. COLLIDED WITH GROUND.
19900121001009A	ROUGH ENGINE EN ROUTE. MADE PRECAUTIONARY LANDING ON RANCH ROAD. WING STRUCK A TREE. CONDITIONS GOOD FOR CARB ICE.
19900121001469A	FSS FAILED TO ADVISE ON A BRIEFING RUNWAY CLOSED DUE TO TWO FEET OF WET SNOW. LANDED AND NOSED OVER.
19900121001959A	MADE HARD LANDING DUE TO UNFORECASTED STRONG SURFACE WIND. SUFFERED A BROKEN ANKLE.
19900121003399I	LEFT MAIN LANDING GEAR COLLAPSED ON ROLLOUT. LEFT DOWNLOCK PIN WAS HELD IN ITS RETRACTION POSITION BY OLD PAINT.
19900121005899I	LEFT ENGINE FIRE WARNING LIGHT ON. ENGINE SECURED. LANDED SAFELY. APPEARS FIRE WARNING SYSTEM HAD MALFUNCTIONED.
19900121006039I	LANDED DUE TO ELECTRICAL PROBLEM. ALTERNATOR CAME LOOSE. NOSE GEAR COLLAPSED LATER DUE TO DOWN LOCK RODS FAILURE.
19900121006129I	FUEL EXHAUSTION. FORCED LANDING ON A ROAD. FAILED TO SELECT LEFT FUEL TANK AFTER RIGHT TANK WAS EMPTY.
19900121006149I	LOST DIRECTIONAL CONTROL ON CROSSWIND TAKEOFF FROM DIRT ROAD. ABORTED. RAN INTO A FIELD AND FLIPPED OVER.
19900121006329I	ROUGH ENGINE INFLIGHT. CARBURETOR HEAT INEFFECTIVE. FORCED LANDING IN FIELD. PISTON HAD SEPARATED.
19900121006339I	ENGINE QUIT. MADE FORCED LANDING ON ROAD WITHOUT INCIDENT. CYLINDER HAD NO COMPRESSION.
19900121006679I	WHEN PILOT APPLIED BRAKE AWAY THRUST THE JET BLAST DAMAGED HANGAR DOORS.
19900121006999I	ENGINE QUIT ON APPROACH TO AIRPORT DUE TO FUEL EXHAUSTION. FORCED LANDING ON BEACH.
19900121009489I	UNABLE TO LOWER GEAR DUE TO LOSS OF HYDRAULIC FLUIDS. LANDED GEAR UP. CUP SEAL ON PRESSURE LINE FAILED.
19900122004039I	SMOKE IN COCKPIT. SHUT RIGHT ENGINE DOWN. LOW PRESSURE TURBINE BLADE ASSEMBLIES DAMAGED.
19900122005079I	CONTROL FAULT AFTER DEPARTURE AND UNABLE TO CORRECT. RETURNED. LEFT NACELLE FLAP ACTUATOR FAILED.
19900122005139I	COMPLETE ELECTRICAL FAILURE. LOST ALL COMMUNICATION AND NAVIGATION SYSTEMS. PRECAUTIONARY LANDING.
19900122005729I	ROUGH ENGINE DURING CLIMBOUT. RETURNED. REPLACED LOWER SPARK PLUGS.
19900122063709I	SEVERE VIBRATION OF TAIL CONTROL SURFACE. RETURNED. ELEVATOR TRIM TAB HAD SEPARATED. AIRCRAFT DAMAGED PREVIOUS DAY.
19900122065399A	GYRO COPTER OBSERVED HIGH SPEED FLIGHT PORPOISED CAUSED ROTOR STRIKES AND CRASH. OVER CONTROLLED IN PITCH AXIS.
19900123001029I	ON LANDING ROLLOUT STRUCK A DEER.
19900123001969A	HELICOPTER BECAME MISSING 20 MILES OFFSHORE. PIECES OF WRECKAGE FOUND. IMC IN AREA. VFR EQUIPPED ONLY.
19900123003969I	STABILIZER TRIM DID NOT RESPOND TO CONTROL EFFORTS. TRIM SYSTEM SPROCKET HOUSING GEAR BOX HAD SHEARED PIN.
19900123004389I	ELECTRICAL PROBLEMS WITH ALTERNATOR EN ROUTE. PILOT MADE A PRECAUTIONARY LANDING.
19900123005589I	PROBLEM RETRACTING GEAR AFTER TAKEOFF. RETURNED. LANDED SAFELY. RIGHT GEAR PROXIMITY SENSORS NEEDED CLEANING.
19900123005939I	FAILED TO EXTEND LANDING GEAR AND LANDED WITH GEAR RETRACTED.
19900123006319I	LEFT ENGINE SMOKE. DECLARED EMERGENCY AND LANDED. VACUUM PUMP WAS DISINTEGRATING.
19900123007329I	LOSS OF ELECTRICAL POWER. LANDED WITHOUT INCIDENT. VOLTAGE REGUALTOR WAS NOT SEATED IN RECEPTACLE.
19900123011009I	LOST DIRECTIONAL CONTROL OF AIRCRAFT. VEERED OFF AND THEN REENTERED THE RUNWAY.
19900123014609I	VEERED OFF AND BACK ONTO RUNWAY ON ROLLOUT. HIT LIGHTS AND SIGNS.
19900123020389I	FLAPS DROOPING EN ROUTE. HYDRAULIC PUMP QUIT. LANDED SAFELY. REPAIRED HYDRAULIC SYSTEM.
19900123027849I	FORGOT TO LOWER LANDING GEAR AND LANDED WITH GEAR RETRACTED.
19900123064649A	UNABLE TO EXTEND LANDING GEAR AT DESTINATION. RETURNED. LANDED GEAR UP. DOOR ACTUATOR CLUTCH SLIPPED. LACKED LUBE.
19900124001039I	AS PILOT TAXIED, A VAN EXITED A TUNNEL AND CROSSED IN FRONT OF AIRCRAFT. PROPELLER AND RIGHT WING TIP STRUCK VAN.
19900124001049A	UNABLE TO EXTEND RIGHT MAIN GEAR. LANDED GEAR UP. DOOR ACTUATOR FORK WAS INSTALLED INCORRECTLY. KEPT DOOR CLOSED.
19900124001059I	NR2 ENGINE FAILED ON DESCENT. UNABLE TO MAINTAIN ALTITUDE. FORCED LANDING IN FIELD.
19900124001079A	FAILED TO CHECK WEATHER. UNABLE TO LAND DUE TO LOW CEILING AND VISIBILITY AT DESTINATION. LOW FUEL, DITCHED IN GULF
19900124001089A	FERRYING REFURBISHED AG CRAFT TO HOME STRIP. LANDED LONG WET GRASS. TRIED BELATED GO AROUND. HIT FENCE. FLIPPED.
19900124001739A	INSTRUCTOR AND STUDENT BECAME MISSING ON AN INSTRUCTIONAL FLIGHT AFTER TOUCH AND GO.
19900124004069I	LEFT ENGINE SHUT ITSELF DOWN ON APPROACH. LANDED SAFELY. REPLACED FUEL CONTROL AND TORQUE SIGNAL CONDITIONING UNIT.
19900124004129I	AIRCRAFT LANDED WITH GEAR UP. WITH SELECT GEAR DOWN THE LANDING GEAR NOT EXTENDED.
19900124004329I	ENGINE FAILED. FORCED LANDING IN FIELD. LOOSE OIL LINE AND HOLE IN CRANK CASE.
19900124004569I	MADE FOUR ATTEMPTS TO TAKE OFF, ABORTING EACH TIME. FUEL FILTERS CLEANED AND SUCCESSFULLY TOOK OFF AND DEPARTED.
19900124005559I	LOST CONTROL ON A SNOW COVERED RUNWAY. VEERED OFF RUNWAY WHEN THRUST REVERSERS USED. WHEELS ENTERED SOFT MUD.
19900124005959I	EXPERIENCED MAIN WHEEL FAILURE ON ROLLOUT. RIGHT WHEEL SEPARATED. VALVE STEM BROKE LOOSE AND TIRE WENT FLAT.
19900124010919I	AIRCRAFT DEPARTED END OF RUNWAY. STOPPED IN A DITCH. INVESTIGATION REVEALED NORMAL BRAKE OPERATION.
19900124012009I	HAD A WHEEL WELL FIRE WARNING WHEN GEAR WAS SELECTED UP.  RETURNED. MOISTURE CAUSED A FAULTY FIRE WARNING.
19900124012589I	RIGHT ENGINE FLAMED OUT THEN RESTARTED. RETURNED. REPLACED FUEL CONTROL CARBURETOR AND HYDROMECHANICAL UNIT.
19900124016349I	LEFT WING TIP FUEL TANK STRUCK RUNWAY WHEN PILOT WAS ATTEMPTING A CROSSWIND LANDING.
19900124020439I	PASSENGER COMPLAINED OF CABIN SMOKE WHILE TAXIING. TURNED OFF AIR CONDITIONING. BROKEN HYDRAULIC LINE NEAR MANIFOLD
19900124034939I	ENGINE FAILED AND PILOT LANDED AIRCRAFT IN A PASTURE.
19900124060099A	A WING FOLDED AS PILOT PREPARED TO LAND. IMPACTED SHORT OF GRASS RUNWAY. ULTRLIGHT CONVERTED TO TWO SEATER.
19900125001119A	TAXIED OUT FOR DEPARTURE BUT WAS RETURNING DUE HIGH WINDS. GUST OF WIND FLIPPED AIRCRAFT ON ITS BACK.
19900125001139A	STUDENT OVER OVERSHOT TURN TO FINAL ENGINE QUIT. CFI TOOK OVER PUT IT INTO TREES AVOIDING WIRES. FUEL PUMP FAILED.
19900125001639A	ENGINE QUIT ON CLIMB TO CRUISE. STRUCK A TREE ON FORCED LANDING. NO FUEL ONBOARD. PLANNED FLIGHT NINE MINUTES.
19900125006089I	NOSE GEAR COLLAPSED ON ROLLOUT. AIR INLET DUCT WAS ROUTED WHERE STRUT CONTACTED IT PREVENTING EXTENSION.
19900125009479I	ALMOST LANDED GEAR UP. MADE GO AROUND AS TAIL SECTION CONTACTED RUNWAY. RETURNED AND LANDED SAFELY.
19900125013699I	STRUCK A PARKED AIRCRAFT WHILE TAXIING FROM THE TAXIWAY TO PARKING RAMP. BRAKING ON RAMP REPORT ZERO.
19900125023179A	RIGHT ENGINE QUIT DUE TO IMPACT ICE,CRASH LANDED INTO A FIELD. ICED AIRFRAME.
19900125063489I	STUDENT LOST CONTROL ON CROSSWIND LANDING. AIRCRAFT SKIDDED OFF RUNWAY AND HIT RUNWAY LIGHT.
19900125064959I	FOUND DAMAGED TAIL ON PARKED AIRCRAFT AFTER NR70AR PARKED TAIL TO TAIL. SUSPECT JET BLAST CAUSED DAMAGE.
19900125066169A	HOLDING FOR WX AND TRAFFIC.FAILED TO DECLARE LOW FUEL EMERGENCY. FUEL EXHAUSTION ON MISSED APPROACH.ATC INATTENTION
19900126004159I	ON APPROACH AIRCRAFT COLLIDED WITH GOOSE. IMPACT BROKE WINDSHIELD. LANDED SAFELY.
19900126004169I	LEFT ENGINE FIRE WARNING. SHUT ENGINE DOWN. LANDED SAFELY. CAUSE WAS A FALSE FIRE WARNING SIGNAL.
19900126004379I	ON LANDING ROLLOUT LEFT WHEEL SEIZED AND TIRE DEFLATED. VEERED OFF RUNWAY AND LEFT GEAR COLLAPSED.
19900126004479I	ON CLIMB, STRUCK A WILD GOOSE. RETURNED AND LANDED WITHOUT INCIDENT.
19900126005429I	STUDENT ENCOUNTERED WIND SHEAR AT LOW LEVEL. INSTRUCTOR TOOK OVER AND MADE A HARD LANDING.
19900126006019I	WHILE ATTEMPTING AN ILS APPROACH PILOT FORGOT TO LOWER LANDING GEAR AND LANDED WITH GEAR UP.
19900126006069I	STUDENT PILOT STATED CROSSWIND GUST CAUGHT AIRCRAFT ON LANDING CAUSING IT TO VEER OFF INTO GRASS.
19900126006389I	PRESSURIZATION PROBLEMS. RETURNED. DUCT FROM COLD AIR UNIT HAD BLOWN AND WAS REINSTALLED.
19900126006399I	NO RESPONSE FROM POWER LEVER. POWER OFF LANDING WITHOUT INCIDENT.
19900126007189I	PILOT STATED HE FORGOT TO LOWER LANDING GEAR AND LANDED GEAR UP.
19900126007199I	REPORTED UNSAFE LANDING GEAR INDICTION ON FINAL. LANDED SAFELY. FOUND ICE ON UPLOCK ROLLER AND SWITCH ASSEMBLY.
19900126007219I	ENCOUNTERED SEVERE TURBULENCE DURING CLIMBOUT. DESCENDED AND MADE PRECAUTIONARY LANDING TO INSPECT FOR DAMAGE.
19900126008159I	DROP IN LEFT ENGINE OIL PRESSURE. SHUT ENGINE DOWN AND LANDED. STARTER GENERATOR CARBON SEAL WAS LEAKING.
19900126009359I	PASSENGER SUFFERED HEART ATTACK ON ARRIVAL. PASSENGER TAKEN TO HOSPITAL.
19900126009399I	CARGO DOOR OPEN WARNING. EMERGENCY LANDING. REPLACED FAULTY LIGHT SWITCH.
19900126009999I	EXPERIENCED LOSS OF FUEL FLOW TO LEFT ENGINE. ENGINE FLAMED OUT. AN UNSUCCESSFUL RELIGHT WAS ATTEMPTED.
19900126011209I	RIGHT GEAR COLLAPSED ON LANDING ROLLOUT. LANDING GEAR RETRACT MECHANISM WAS OUT OF RIG. HAD A SIDE LOAD ON LANDING.
19900126016069I	LOST DIRECTIONAL CONTROL ON LANDING ROLLOUT. VEERED LEFT INTO MUD. REPORTED LEFT WHEEL BRAKE LOCKED UP.
