c5	remark
19800113014979I	PILOT NOT WEATHER BRIEFED. DECIDED TO MAKE EMERGENCY LANDING IN FIELD DUE TO DETERIORATING WEATHER.
19800113014989I	PILOT ELECTED TO TAKE OFF ON SLUSHY RUNWAY. APPARENT CAUSE OF DOWNLOCK FAILURE OF LANDING GEAR THOUGHT TO BE ICE.
19800113014999I	PILOT DECLARED EMERGENCY DUE TO SMOKE IN COCKPIT. MADE EMERGENCY LANDING. SMOKE CAUSED BY FAULTY RADIO.
19800113015019I	LANDING GEAR OUT OF ADJUSTMENT. WOULD NOT GO OVER CENTER LOCK. PILOT HAD NO MEDICAL OR CERTIFICATES OF ANY KIND.
19800113015049I	PILOT TAXIED TO NORMAL TIE DOWN AREA AND AIRCRAFT SANK INTO MUD.
19800114000159A	AERIAL AD BANNER CAUGHT ON LANDING GEAR DURING PICKUP LANDING WITH BANNER. AIRCRAFT NOSED OVER.
19800114000209A	AIRCRAFT CRASHED SHORT OF RUNWAY ON APPROACH END. LANDING INTO SUNSET COULD HAVE BEEN A FACTOR.
19800114005289A	PILOT LOST ENGINE ON NIGHT VFR CROSS-COUNTRY. ATTEMPTED EMERGENCY LANDING ON AIRPORT & CRASHED SHORT OF RUNWAY.
19800114006669A	LANDED DOWNWIND ON SHORT RUNWAY. VEERED OFF RUNWAY ON GRASS. UNABLE TO STOP, HIT FENCE.
19800114012229I	FAILURE OF NAV AND COMM EQUIPMENT DUE TO MOISTURE.
19800114012239I	BOMB THREAT RELAYED. EN ROUTE SEARCH BY DOG REVEALED NONE.
19800114012249I	RIGHT ENGINE BEGAN TO LOSE POWER AFTER TAKEOFF. B NUT ON FUEL LINE AT DIVIDER LOOSE,CAUSING LOSS IN FUEL PRESSURE.
19800114012259I	LOSS OF PRESSURIZATION ENROUTE. HINGE COTTERPIN GONE FROM AIR CONDITIONING SYSTEM SERVICE. INNER FLAPPER DOOR
19800114013729I	TAKEOFF ATTEMPT WITH GUSTY CROSSWIND AND ICE CAUSED AIRCRAFT TO LEAVE RUNWAY. NOSE GEAR, PROP AND ENGINE COWN BENT
19800114013739I	PILOT STRUCK WOODEN SAWHORSE BARRICADE ON TAXIWAY DUE TO POOR VISIBILITY IN RAIN, AND CONSTRUCTION PROJECT.
19800114013749I	DURING COPILOT LANDING, HE REVERSED ONE PROP MORE THAN OTHER.
19800114013759I	DURING CRUISE, LEFT HYDRAULIC SYSTEM FAILED. REPLACED #1 AC HYDRO PUMP.
19800114013789I	FAILURE OF LEFT UPPER LANDING GEAR SPROCKET IDLER BRACKET LET CHAIN JAM AND PREVENTED FULL EMERGENCY GEAR EXTENSION
19800115000059A	INDICATES AUTO-PILOT DEFECT. OVER-CONTROLLED TO CORRECT. RESULT SPIN, DIVE. ENGINE MOUNT FAILED, AIRFRAME SEPARATED
19800115000399A	ENGINE QUIT AT NIGHT AFTER LEAVING AIRPORT AREA. LANDED IN TREES. UNABLE TO DETERMINE CAUSE FACTOR.
19800115000729A	STUDENT PILOT WITH PASSENGER TOOK OFF INTO ADVERSE WEATHER. LOST CONTROL OF AIRCRAFT. CRASHED NEAR AIRPORT.
19800115005769A	FLYING IN HEAVY SNOW. AIR INTAKE BLOCKED BY ICE, SNOW. ENGINE QUIT. DITCHED IN OCEAN. NO RESTART OR DEPLOY FLOATS.
19800115012199I	AIRCRAFT LOST A SYSTEM PRESSURE IN CRUISE. HYDRAULIC LEAK AT LEFT TRANSFER VALVE ON ELEVATOR POWER PACK.
19800115013279I	ON APPROACH, PILOT FAILED TO GET GEAR SAFE INDICATION AFTER RECYCLING FOUR TIMES.
19800115013769I	PILOT BOUNCED ON LANDING, APPLIED POWER, WENT AROUND. NOTED ON PARKING AFTER NEXT LANDING THAT PROP TIPS WERE BENT
19800115013779I	PN C18 HOSE BROKE, CAUSING LOSS OF N2 RPM. MADE HARD EMERGENCY LANDING.
19800115013799I	ENGINE ROUGHNESS CAUSED PILOT TO MAKE LANDING ON HIGHWAY. INSPECTION REVEALED INTERNAL FAILURE IN #4 CYLINDER.
19800115013809I	UNSAFE GEAR LIGHT BEFORE LANDING. WHEN BRAKES WERE APPLIED FOR TURN OFF, NOSE GEAR COLLAPSED.
19800115013819I	PILOT OPTED FOR GEAR UP LANDING AFTER TOWER FLY-BY. TOWER ADVISED NOSE AND LEFT GEAR DOWN, RIGHT GEAR UP.
19800115013829I	COMPLETE COMMUNICATIONS FAILURE AFTER RECENT RADIO MODIFICATIONS FROM 360 TO 720 CHANNEL.
19800115013839I	AIRCRAFT LANDED IN WATER WITH LANDING GEAR EXTENDED.
19800115013849I	TRAILING EDGE FLAPS INOPERATIVE. CHANGED FLAP ASYMMETRY COMPARATOR AND STICKING LEFT FLAP INDICATOR.
19800115013859I	GLASS LENS FROM HORIZONTAL SITUATION INDICATOR SHATTERED AS INSTRUCTOR & STUDENT WERE COMPLETING VOR APPROACH.
19800115013869I	UPPER LEFT ENGINE COWL PN41834-06 SEPARATED FROM THE AIRCRAFT.
19800115013879I	ON TEST FLIGHT,PILOT SAW SMOKE,FIRE IN NR2 ENGINE. HOLE WAS FOUND IN CRANKCASE CAUSED BY FAILED CONNECTING ROD CAP.
19800115089459I	UNSCHEDULED LANDING DUE TO FUEL SYPHONING OR LEAKING AROUND THE FUEL CAP.
19800116000069A	
19800116000549A	MADE EMERGENCY LANDING ON RAILROAD BERM. BELIEVE AIRPLANE RAN OUT OF FUEL. PILOT WAS CARRYING MARIJUANA.
19800116000679A	ON IFR APPROACH,CAME OUT OF LOW CLOUDS AT A STEEP ANGLE.HIT TREE AND A HOUSE.WEATHER BELOW IFR MINIMUMS.
19800116000719A	AIRCRAFT HIT EMBANKMENT AT END OF SEAPLANE SLOUGH. LIFTOFF DELAYED DUE TO GLASSY WATER. NO WIND.
19800116000949A	PILOT REPORTED SHORT ENGINE POWER LOSS WHILE HOVERING. AUTOROTATED TO DECK OF BARGE. NO ENGINE DEFECTS NOTED.
19800116001029A	MADE PREMATURE LIFTOFF AT HIGH ALTITUDE.ROUGH FIELD.AIRCRAFT OVER GROSS,UNABLE TO CLIMB.HIT GROUND.COLLAPSED GEAR.
19800116001451A	AIRCRAFT ABORTED LANDING AND COLLIDED WITH CESSNA 150 WHICH WAS CLIMBING AFTER TAKEOFF. (4900Z).
19800116001452A	AIRCRAFT PILOTED BY STUDENT WAS OVERTAKEN & STRUCK BY CESSNA 210 DURING CLIMB AFTER TAKEOFF. (9539X)
19800116017299I	LANDED IN PASTURE DUE TO LOSS OF POWER. CARBUREATOR HEAT DID NOT HELP THE SITUATION.
19800116017309I	HARD LANDING DUE TO ONE & ONE-HALF INCH STRUCTURAL ICE. ICING NOT FORECAST. NOSE GEAR COLLAPSED.
19800116017329I	COMPRESSOR STALL AT ROTATION. ENGINE OPERATED NORMALLY AT REDUCED POWER.
19800116017349I	PILOT FAILED TO EXTEND LANDING GEAR. GEAR WARNING HORN NOT OPERATIVE.
19800116017359I	STUDENT ATTEMPTED TO SALVAGE BAD LANDING. RESULTED IN NOSE GEAR COLLAPSED.
19800116017369I	ENGINE FIRE DURING START. AIR SCOOP, ACCESSORIES, AND WIRING DAMAGED. COMPLETE ENGINE CHANGED.
19800116017379I	AIRCRAFT LEFT RUNWAY AFTER RIGHT BRAKE FAILURE. FOUND CUT O RING IN MASTER CYLINDER.
19800116039989I	PASSENGER BECAME INTOXICATED AND CAUSED A DISTURBANCE. HAD TO BE RESTRAINED BY CREW MEMBERS.
19800117000539A	LOST DIRECTIONAL CONTROL DURING GO AROUND ATTEMPT FROM A BAD LANDING. AIRCRAFT STALLED, HIT RUNWAY, FLIPPED OVER.
19800117001009A	STUDENT PILOT LOST CONTROL OF AIRCRAFT ON GO AROUND AFTER A BAD LANDING. HIT PARKED AIRCRAFT.
19800117001049A	LOST BOTH ALTERNATORS ON TAKEOFF. UNABLE TO CHECK GEAR DOWN. GEAR COLLAPSED ON LANDING. TORQUE TUBE SNAGGED WIRES.
19800117001589A	EVIDENCE INDICATES AIRCRAFT WAS FLOWN INTO SIDE OF MOUNTAIN AT NIGHT. POSSIBLY WHILE IN THE CLOUDS. PILOT ERROR.
19800117002509A	HELICOPTER CRASHED ATTEMPTING EMERGENCY LANDING AFTER ROTOR FAILURE.
19800117004159A	STUDENT PILOT RAN OUT OF FUEL ARRIVING AT DESTINATION. LANDED IN PALMETTO FIELD IN AIRPORT.
19800117015129I	UNUSUAL NOISE WITH GEAR RETRACTION ON TAKEOFF. NOSE GEAR FOLDED ON LANDING.
19800117015139I	ATTEMPTED TURNOFF AT EXCESSIVE SPEED. LEFT MAIN GEAR STRUCK CONCRETE JUNCTION BOX. GEAR SEPARATED AT WING ATTACH
19800117015149I	NOSE GEAR VIBRATION DURING TAKEOFF. LARGE PORTION OF TIRE TREAD SEPARATED FROM TIRE BODY.
19800117015159I	NUMBER 7 LEADING EDGE SLAT DID NOT RETRACT AFTER TAKEOFF. SLAT AND ACTUATOR REPLACED.
19800117015169I	AUTOROTATED TO HARD LANDING DUE TO LOSS OF POWER. LEFT TANK FUEL VENT FOUND TO BE CLOSED.
19800117015179I	WHILE IN THE PROCESS OF PULLING THE PROP THROUGH, PILOT HEARD LOUD ROAR AND PROP STRUCK HIS LEG. SERIOUS INJURY.
19800117015199I	LOST A PORTION OF RUBBER FROM NOSE TIRE ON TAKEOFF AT MEXICO CTY. FLIGHT CONTINUED TO HOUSTON, TEXAS.
19800117015209I	TAIL ROTOR BLADE RETENTION BOLT, PN 47 641 194 1 FAILED. TAIL ROTOR GEAR BOX TORE OUT OF MOUNTING.
19800117015219I	SHUT DOWN #2 ENGINE WHEN GAUGES BECAME ERRATIC. NUMBER TWO CYLINDER CONNECTING ROD BROKEN.
19800117015239I	GEAR COLLAPSED DURING LANDING ROLL. NO MECHANICAL DEFECTS FOUND.
19800118000509A	BECAME LOST ON OVER-WATER FLIGHT AT NIGHT. RAN OUT OF FUEL. DITCHED AT SEA.
19800118000519A	RAN BOTH OUTBOARD TANKS DRY. SWITCHED TO FUEL IN INBOARD TANKS. UNABLE TO RESTART. DITCHED AT SEA.
19800118000529A	HIT SNOWBANK ON APPROACH END OF RUNWAY SEVERED LANDING GEAR. FACTORS; GUSTY WIND. CFI LACK OF SUPERVISION.
19800118000819A	ENGINE QUIT ON TAKEOFF. CRASH LANDED IN FIELD OFF END OF RUNWAY. ONE TANK EMPTY, OTHER CLOGGED VENT.
19800118001159A	AG PILOT REPORTED ENGINE QUIT. AIRPLANE HIT WIRES. NO ENGINE DEFECTS SUBSTANTIATED. FERRY FLIGHT.
19800118001189A	ADVISED AIRPORT BELOW IFR MINIMUMS. REQUESTED APPROACH. STRUCK TREES INSIDE OUTER MARKER.
19800118001299A	ACFT WAS STOLEN REPORTEDLY FOR JOY RIDE. FOUND ACFT CRASHED OFF END OF RWY.
19800118001469A	STUDENT PILOT BECAME TOO LOW ON FINAL. HIT WIRES. LANDED OFF SIDE OF RUNWAY. FLIPPED OVER.
19800118005539A	LOST POWER ON TAKEOFF.FEATHERED PROP,DID NOT CLOSE COWL FLAPS.UNABLE TO CLIMB,HIT TREES.POSSIBLE OVER GROSS WEIGHT.
19800118009939A	STALLED AIRPLANE ON SHORT FINAL, OPERATING IN LOW CEILING SNOW, AND ICING CONDITIONS.
19800118013899A	DOOR CAME OPEN AFTER TAKE OFF.PILOT ATTEMPTED TO CLOSE DOOR AND NOTICED POWER REDUCTION ON ONE ENGINE.UNABLE RETURN
19800118015029I	LANDING GEAR BRACED IN DOWN POSITION AND RETRACT RODS DISCONNECTED FOR FERRY. GEAR COLLAPSED DURING TAKEOFF.
19800118015039I	LOST CONTROL OF AIRCRAFT ON LANDING WITH CROSSWIND. TAILWHEEL STRUCK LARGE ROCK, SEPARATING FROM AIRCRAFT.
19800118015059I	AFTER TAIL TIRE WAS ON GROUND, PILOT FELT PULL TO LEFT. WENT OFF RUNWAY INTO THE GRASS.
19800118015069I	RIGHT ENGINE FIRE AND SMOKE WARNING LIGHT ILLUMINATED. SHUT DOWN RIGHT ENGINE. SUSPECT DEFECTIVE SENSING UNIT.
19800118015079I	AFTER TAKEOFF, UNABLE TO RETRACT LEFT MAIN GEAR. LEFT GEAR TRUCK BINDING AT PIVOT POINT. OK AFTER LUBRICATION.
19800118015089I	PILOT WAS HIGH ON FINAL APPROACH. CLOSED THROTTLE AS HE ARRIVED OVER RUNWAY AND MADE A HARD LANDING.
19800118015099I	RIGHT ENGINE FIRE WARNING CAME ON IN FLIGHT. DISCHARGED FIRE BOTTLE AND SHUT DOWN ENGINE.
19800118015109I	UNRELIABLE NAVIGATION SIGNALS AND COMMUNICATIONS DUE TO ARCING SPARK PLUG LEAD.
19800118015119I	STUDENT PRACTICING TOUCH AND GO LANDINGS. GUSTY WIND BLEW HIM OFF TO THE SIDE OF THE RUNWAY.
19800118018939I	LOW ALTITUDE CIRCLE TO ALTERNATE RUNWAY. WINDSHIELD DISTORTED BY ELECTRIC HEAT. KNOCKED TOP OUT OF HIGH TREES.
19800118089659I	AFTER ENGINE STOPPED IN FLIGHT. PILOT SELECTED OFF POSITION IN ATTEMPT TO SWITCH TANKS.
19800119000489A	GLIDER STALLED AND SPUN INTO TREES ON A RIDGE WHEN GLIDER ENCOUNTERED DOWNDRAFT AT A LOW ALTITUDE.
19800119000759A	ENGINE FAILED ON TAKEOFF. FOUND WATER IN THE FUEL.
19800119000869A	FLEW INTO AREA OF GROUND FOG ON A DARK NIGHT. LANDED ON A ROAD. LOST DIRECTIONAL. STRUCK A FENCE.
19800119000879A	STUDENT PILOT & PASSENGER DEPARTED AT NIGHT INTO LOW CEILING & VISIBILITY. LOST CONTROL OF AIRPLANE.
19800119000909A	LOST DIRECTIONAL CONTROL OF AIRPLANE ON LANDING ROLL. GROUND LOOPED.
19800119000929A	HELICOPTER LANDED ON SIDE OF RIDGE. BEGAN SLIDE. ATTEMPTED LIFTOFF. SKID. HIT SNAG. AIRCRAFT ROLLED OVER.
19800119000939A	ENGINE QUIT ON TAKEOFF. LANDED OFF END OF RUNWAY. FLIPPED OVER. FOUND WATER IN FUEL.
19800119000969A	WING HIT TREE ON TAKEOFF. AIRPLANE CARTWHEELED INTO A LAKE AT END OF RUNWAY. STOPPED INVERTED.
19800119000989A	AIRCRAFT STALLED AND SPUN IN DURING CLIMB TO CRUISE. AIRCRAFT WAS 364 POUNDS OVER GROSS WEIGHT.
19800119001019A	AIRCRAFT STALLED AND CRASHED AFTER TAKEOFF. AIRCRAFT CAUGHT FIRE AFTER CRASH.
19800119001899A	PILOT MADE EMERGENCY LANDING IN SNOWSTORM  WHEN ENGINE FAILED.
19800119001919A	AIRCRAFT CRASHED DURING LOW LEVEL FLIGHT WHILE HUNTING COYOTES.
19800119004659A	LOST DIRECTIONAL CONTROL ON LANDING ROLL WHEN HIT BY GUSTY CROSSWIND. VEERED OFF RUNWAY INTO A DITCH.
19800119008989A	FOGGED WINDSHIELD AND AUTO HEADLIGHTS BLINDED PILOT WHILE HOVERING. ROTORS HIT WIRES AND AUTOS.
19800119016229I	PILOT SHUT DOWN #2 ENGINE DUE TO HIGH OIL TEMPERATURE. PROBLEM FOUND TO BE FUEL HEAT VALVE STUCK IN OPEN POSITION.
19800119017409I	PASSENGER SLIGHY INJURED IN CLEAR AIR TURBULENCE. HE WAS EXAMINED BY MEDICS AND RELEASED TO CONTINUE FLIGHT.
19800119018219I	WHEN GEAR WAS LOWERED, IT DROPPED TO AN INTERMEDIATE POSITION & WOULD NOT LOCK. GEAR UP LANDING MADE.
19800119018229I	RIGHT MAIN GEAR COLLAPSED ON LANDING. NOSE GEAR COLLAPSED WHEN AIRCRAFT LEFT RUNWAY.
19800119018859I	PILOT SHUT DOWN #3 ENGINE BECAUSE OF FIRE WARNING LIGHT. RESTARTED LATER IN FLIGHT. FIRE DAMAGE FOUND.
19800119018889I	ENGINE BEGAN VIBRATING. OIL ON WINDSHIELD. LANDED IN FIELD. HOLE FOUND IN CASE BETWEEN CYLINDERS 5 & 6.
19800119018899I	WHILE SPRAYING WHEAT FIELD PILOT DIDN'T PULL UP SOON ENOUGH & STRUCK ELEVATED BANK. LEFT GEAR COLLAPSED ON ROLLOUT.
19800119018909I	STUDENT LANDED AT WRONG AIRPORT. LEFT WHEEL HIT SNOWBANK. COLLAPSED NOSE GEAR.
19800119018919I	ICE & WATER FOUND IN LOWEST POINT IN FUEL SYSTEM UNDER FUEL ON-OFF SELECTOR. ICE ALSO FOUND IN THE STRAINER.
19800119018929I	PILOT FLARED TOO HIGH. BOUNCED THREE TIMES AND BENT PROP.
19800119018949I	BLADE FAILURE 3RD STAGE TURBINE WHEEL CAUSED HEAVY VIBRATION. PILOT MADE EMERGENCY LANDING IN CORNFIELD.
19800119038219I	PILOT TAXIING IN ROUGH AREA, GEAR RETRACTED. NO DISCREPANCIES FOUND IN GEAR OPERATTION.
19800120000899A	ENGINE QUIT. ATTEMPTED LANDING ON HIGHWAY, HIT WIRES. A&P DISASSEMBLED ENGINE WITHOUT AUTHORIZATION. NO ENGINE EXAM
19800120001089A	ENGINE APPEARED TO LOSE POWER IN PATTERN.TRIED PRECAUTIONARY LANDING IN FIELD SHORT OF RUNWAY.HIT FENCE,ICE IN FUEL
19800120001209A	INSTRUCTOR ALLOWED STUDENT TO LAND ON NOSEWHEEL, COLLAPSING SAME.
19800120001269A	STOLEN ACFT FOUND WRECKED AT IMPROVISED LANDING STRIP. BELIEVE OPERATION OF ACFT TO BE DRUG RELATED.
19800120001419A	LANDED IN STRONG CROSSWIND. BOUNCED. AIRCRAFT DRIFTED OFF RUNWAY ALIGNMENT INTO A FENCE ON EDGE OF RUNWAY.
19800120005319A	MADE HARD LANDING WHILE DRIFTING SIDEWAYS IN A STRONG CROSSWIND.
19800120005779A	THIRD STAGE TURBINE FAILED ON TAKEOFF. MADE HARD AUTOROTATION LANDING. ROTORS HIT TAIL BOOM. ROLLED OVER.
19800120015189I	OIL PRESSURE LIGHT CAME ON NUMBER 3 ENGINE. LOW OIL PRESSURE SWITCH FAILED. SWITCH REPLACED.
19800120016079I	AFTER LANDING, THE STUDENT ALLOWED AIRPLANE TO DRIFT OFF RUNWAY INTO SNOW & SOFT DIRT. MINOR DAMAGE.
19800120016089I	NOSE FIRST LANDING RESULTED IN PORPOISE. ON SUBSEQUENT CONTACT WITH RUNWAY, THE NOSE GEAR HIT HARD ENOUGH TO FAIL
19800120016109I	STICKING THROTTLE CABLE CAUSED THE ENGINE TO IDLE FAST. OVERRAN LANDING AREA.
19800120016129I	DURING TAXI ON UNLIGHTED TAXIWAY, PILOT MISSED TURN AND RAN INTO MUD.PROP TIP DAMAGE. .
19800120016139I	PATCHY PACKED SNOW ON RUNWAY. PILOT LANDED CLOSE TO THE EDGE AND RAN OFF RUNWAY, CAUSING MINOR DAMAGE.
19800120016149I	LANDED ON ICY RUNWAY. SLID OFF RUNWAY AND HIT A SNOW BANK.
19800120016159I	ENGINE OIL TEMPERATURE ROSE #2 ENGINE. SHUT DOWN ENGINE. UNSCHEDULED LANDING. FUEL HEAT VALVE FAILED. P/N129475
19800120016199I	UPON CONTACT OF GEAR ON RUNWAY, PILOT HEARD POPPING NOISE AND NOSE GEAR FAILED.
19800120016239I	TOOK OFF WITH FUEL SELECTOR ON EMPTY TANK. ENGINE QUIT ON CLIMB OUT.PLANE DAMAGED BY FORCED LANDING BACK AT AIRPORT
19800120016249I	PILOT CONTINUED TAKEOFF AFTER RUNNING OFF TAXIWAY AND DAMAGING PROPELLER. DAMAGE NOT DETECTED AT INTERMEDIATE STOP
19800120016279I	NUMBER ONE ENGINE SHUTDOWN DURING CLIMB OUT BECAUSE OF VIBRATION. COMPRESSOR STALL DAMAGE. ENGINE CHANGED.
19800120016299I	SPARK PLUG BUSHING CAME OUT DURING TAKEOFF. AIRCRAFT SUSTAINED MINOR DAMAGE DURING FORCED LANDING.
19800120016369I	AIRCRAFT DIVERTED TO LOS ANGELES DUE TO STICKING FLAP. LUBRICATED FLAP JACKSCREW. RETURNED TO SERVICE.
19800120019719I	PILOT ABORTED TAKEOFF DUE TO WARNING HORN. REPLACED CENTRAL AURAL WARNING UNIT BOX, UN7143. RETURNED TO SERVICE.
19800121000709A	STUDENT PILOT LOST DIRECTIONAL CONTROL OF PLANE ON TAKEOFF.VEERED OFF SIDE OF RUNWAY. COLLAPSED NOSE GEAR.
19800121000789A	LEFT LANDING GEAR FAILED ON LANDING ROLL. ATTACH BOLTS SHEARED FROM OVERLOAD. LARGE CHUNKS OF FROZEN SNOW ON RUNWAY
19800121000859A	MADE PREMATURE LIFTOFF. UNABLE TO CLIMB OUT OF GROUND EFFECT OR CONTROL AIRCRAFT. HIT GROUD ADJACENT TO RUNWAY.
19800121000889A	LANDED ON HARD PACKED SNOW ON A FROZEN LAKE. CROSSWIND. GEAR CAUGHT IN RUTS. NOSED OVER.
19800121000959A	GEAR SOLENOID FAILED. UNFAMILIAR WITH EMERGENCY GEAR EXTENSION. LANDED GEAR UP.
19800121001749A	LIGHTNING STRIKE DISABLED NAV EQUIPMENT. HIT GROUND 20 MILES OUT ON APPROACH. STAYED AIRBORNE. GEAR FOLDED LANDING.
19800121016189I	ZE AIRCRAFT ABORTED TAKEOFF WHEN PRIMARY FUEL FUMP FAIL LIGHT CAME ON. THE PARALLELING VALVE WAS REPLACED.
19800121016209I	DIRECTIONAL GYRO FAILED DURING INITIAL APPROACH. PILOT COMPLETED A NO GYRO APPROACH SUCCESSFULLY.
19800121016219I	NOSE GEAR FAILED TO EXTEND DUE TO BROKEN BELL CRANK.
19800121016259I	SIMULATED HYDRAULIC FAILURE DURING TAXI. WHEN EMERGENCY PUMP WAS TURNED ON, AIRPLANE RAN OFF THE RUNWAY.
19800121016269I	NOSE GEAR DOWN LIGHT FAILED. GEAR RECYCLED AND LIGHT CAME ON. BROKEN WIRE WAS FOUND IN DOWN LOCK SWITCH.
19800121016289I	AIRCRAFT APPROACH WAS HIGH AND FAST. ON TOUCHDOWN AIRCRAFT PORPOISED, BENDING NOSE LANDING GEAR AFT.
19800121016309I	PILOT REPORTED ENGINE STARTED TO MISS. MADE EMERGENCY LANDING IN FIELD. MINOR DAMAGE TO AIRCRAFT.
19800121016319I	NUMBER 3 ENGINE LOST POWER & VIBRATED DURING TAKEOFF. AIRSPEED BELOW 80 KNOTS. TAKEOFF ABORTED.
19800121090739I	HORIZONTAL STABILIZER SEIZED AT 8000 FEET. PILOT WENT TO MANUAL CONTROL AND RETURNED TO POINT OF DEPARTURE.
19800122000799A	NEGLECTED TO MONITOR ALTITUDE ON IFR APPROACH. LANDED ON SNOW-COVERED FROZEN LAKE 5 MILES FROM RUNWAY. STRUCK SHORE
19800122000999A	LANDED HALFWAY DOWN RUNWAY. UNABLE TO STOP. RAN OFF END INTO A DITCH. TIRE SKID MARKS ON RUNWAY.
19800122001109A	HEARD LOUD BANG. WING BEGAN TO FLEX IN FLIGHT. EMERGENCY-LANDED AT AIRPORT. FOUND FATIGUE-FAILED WING ATTACH BOLT.
19800122001199A	VEERED OFF TAXIWAY INTO DITCH AND TREES. WIND BLEW AIRCRAFT OVER ON ITS BACK.
19800122001429A	STRUCK KNOLL NEAR END OF RUNWAY ON LOW PASS. TRIED TO LAND VFR WITH 100 FEET CEILING AND VISIBILITY.
19800122002449A	STALLED IN A STEEP GLIDING TURN WHILE CIRCLING LANDING AREA AT A ALTITUDE TOO LOW FOR RECOVERY.
19800122016339I	PILOT LOST COMMUNICATIONS, SQUAWKED 7700, & COMMENCED APPROACH. REESTABLISHED COMMUNICATION WITH HEADSET.
19800122016349I	PROP GOVERNOR PITCH CONTROL ROD FAILED.
19800122016359I	FAILED TO EXTEND LANDING GEAR. PASSENGER SAID GEAR WARNING HORN SOUNDED BEFORE TOUCHDOWN. SWITCH DOWN. CB POPPED.
19800122016379I	PILOT NOTICED JERKY OPERATION OF PITCH TRIM. ELECTRIC ELEVATOR TRIM TAB ACTUATORPN 50524496 HAD FAILED.
19800122016389I	MAIN LANDING GEAR WOULD NOT EXTEND COMPLETELY.
19800122016399I	PILOT DISTRACTED WITH RADIO PROBLEM AND FORGOT TO LOWER GEAR.
19800122016409I	LOST POWER AFTER TAKEOFF, LANDED ON HIGHWAY. FOUND ICE IN SUMP & SCREEN. WATER MAY HAVE ENTERED FUEL CAP VENT.
19800122016419I	PILOT ATTEMPTED TAKEOFF ON ICY RUNWAY. RAN OFF SIDE OF RUNWAY AND NOSED UP.
19800122016479I	HYDRAULIC SYSTEM FLUID DROPPED TO ZERO. FLAPS & GEAR EXTENDED VIA ALTERNATE METHOD. HYDRAULIC LEAK IN ACTUATOR.
19800122016489I	FIRE WARNING ALERT ON 3 OCCASIONS IN #4 ENGINE. TROUBLE FOUND TO BE FIRE WARNING HYDRAULIC SYSTEM.
19800122016509I	TOWER OBSERVED FLAMES ON RIGHT SIDE OF AIRCRAFT. THOUGH ENGINE ON FIRE. FIRE FROM DEFECTIVE AUX POWER UNIT.
19800122016519I	FIRE DETECTOR TEST SWITCH SHORTED OUT. COPILOT PULLED ENGINE FIRE DETECTOR CIRCUIT BREAKER. CONTINUED FLIGHT.
19800122016529I	TAXIED INTO A BAGGAGE CART. DAMAGED LEFT PROPELLER.
19800122016539I	NUMBER 2 JET PUMP VALVE CIRCUIT BREAKER FAILED IN FLIGHT.
19800123000919A	ENGINE QUIT ON TAKEOFF FROM TOUCH AND GO. CRASHED OFF END OF RUNWAY. FUEL TANKS WERE EMPTY.
19800123001039A	MADE NOSE WHEEL LANDING. AIRCRAFT WHEELBARROWED, VEERED INTO SNOWBANK ON EDGE OF RUNWAY. NOSED OVER.
19800123001179A	TRIED TO TAKE OFF FROM SNOW COVERED RUNWAY WITH ICE ON AIRCRAFT. STALLED LEAVING GROUND EFFECT. CRASHED ON RUNWAY.
19800123001229A	LOW ON FUEL, VFR PILOT TRIED TO LAND IN FOG AT AIRPORT. WINDSHIELD ICED OVER. RAN OUT OF FUEL. CRASHED OFF AIRPORT
19800123003169A	WING TIP STRUCK TRUCK PARKED NEAR TAXIWAY DURING TAXI FOR TAKEOFF.
19800123003499A	ALLOWED SAILPLANE TO STALL & SPIN INTO TREES ON MOUNTAIN WHEN ONE WING HIT A THERMAL.
19800123004839A	FOUND WRECKAGE NEAR MOUNTAIN TOP. PILOT WAS KNOWN TO USE UPDRAFTS AND ROLL WHEELS ON TOP OF MOUNTAIN.
19800123016549I	PILOT EXPERIENCED DIFFICULTY MOVING POWER LEVERS TO REDUCE SPEED. LANDED WITHOUT FURTHER INCIDENT.
19800123016559I	PLANE ENCOUNTERED SEVERE JOLT OF TURBULENCE. FOUR PASSENGERS & ONE FLIGHT ATTENDANT INJURED.
19800123016569I	FLIGHT ATTENDANT INJURED HER KNEE WHEN RETURNING TO HER SEAT DURING TAXI TAKEOFF.
19800123016589I	LEFT MAIN GEAR TIRE BLEW ON LANDING. MAINTENANCE STATED BOTH BRAKES PROBABLY FROZEN AS RIGHT TIRE HAD FLAT SPOT.
19800123016599I	PILOT UNABLE TO ROTATE AIRCRAFT. ABORTED TAKEOFF. IN STOPPING AIRCRAFT, HE BLEW OUT MAIN TIRES & RAN OFF RUNWAY.
19800123016609I	PILOT LOST CONTROL OF AIRCRAFT WHILE MAKING TOUCH AND GO LANDING.
19800123016619I	TAXIED TO PARKING AREA ADJACENT TO TAXIWAY. NOSE GEAR WENT DOWN INTO A HOLE AND THE PROP WAS DAMAGED.
19800123016629I	AFTER CLIMB TO 3000 FEET, CREW DETERMINED INSUFFICIENT FUEL TO COMPLETE FLIGHT.
19800123016639I	WHILE TAXING, PILOT MADE A 90 DEGREE TURN TO FOLLOW THE RAMP. AIRCRAFT SKIDDED ON ICE, HIT PARKED AIRCRAFT.
